Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-106,90,33,0,4,14,16,7,33,3,0,0.0,3,100.0,16,126,73,2,2,2,1,4,21,3
Son Heung-min,7,kr KOR,LW,32-174,63,26,1,2,8,17,1,25,0,0,,0,,16,128,86,3,3,0,1,0,17,5
Timo Werner,16,de GER,LW,28-298,27,19,3,5,3,11,2,19,1,1,100.0,0,0.0,13,113,73,3,1,1,2,0,13,6
Brennan Johnson,22,wls WAL,RW,23-220,63,17,1,1,8,8,4,17,0,0,,0,,9,77,47,3,0,1,0,0,10,3
James Maddison,10,eng ENG,AM,28-036,27,19,0,5,11,4,1,19,1,1,100.0,0,0.0,11,61,52,1,0,1,1,0,14,0
Dejan Kulusevski,21,se SWE,"AM,RW",24-248,90,44,0,3,14,30,7,44,7,1,14.3,5,71.4,28,257,145,5,4,2,5,2,31,9
Rodrigo Bentancur,30,uy URU,DM,27-187,90,60,6,13,37,11,2,60,2,1,50.0,1,50.0,28,92,23,1,0,1,0,2,35,5
Yves Bissouma,8,ml MLI,DM,28-121,63,28,2,7,17,4,0,28,0,0,,0,,10,28,11,0,0,0,0,0,15,1
Pape Matar Sarr,29,sn SEN,DM,22-106,27,18,1,4,12,3,2,18,2,2,100.0,0,0.0,13,101,46,1,1,1,1,1,12,1
Destiny Udogie,13,it ITA,LB,22-031,49,42,0,9,26,7,1,42,1,0,0.0,0,0.0,23,66,30,0,0,0,2,0,25,1
Sergio Reguilón,3,es ESP,LB,28-013,41,38,0,17,13,9,0,38,1,0,0.0,0,0.0,18,109,79,2,0,0,1,0,21,4
Archie Gray,14,eng ENG,CB,18-292,90,73,7,38,34,1,0,73,0,0,,0,,51,153,38,0,0,0,0,0,52,0
Radu Drăgușin,6,ro ROU,CB,22-330,90,56,11,31,24,1,1,56,0,0,,0,,36,160,73,0,0,0,0,0,37,0
Pedro Porro,23,es ESP,RB,25-107,90,71,5,24,33,14,1,71,0,0,,0,,29,108,44,1,1,1,0,2,33,2
Fraser Forster,20,eng ENG,GK,36-287,90,26,24,26,0,0,0,26,0,0,,0,,11,53,25,0,0,0,0,0,11,0
