Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Chris Wood,11,nz NZL,FW,33-126,90,12,1,2,8,2,0,12,0,0,,0,,4,13,5,0,0,0,0,1,9,2
Callum Hudson-Odoi,14,eng ENG,LW,24-156,90,38,0,3,17,19,3,38,2,1,50.0,1,50.0,23,275,152,7,4,2,1,1,28,6
Jota Silva,20,pt POR,RW,25-254,58,16,1,2,7,7,2,16,0,0,,0,,8,28,18,1,1,0,1,0,12,4
Anthony Elanga,21,se SWE,RW,22-350,32,11,0,0,7,4,0,11,0,0,,0,,2,11,6,0,1,0,0,1,8,1
Morgan Gibbs-White,10,eng ENG,AM,25-075,90,37,2,4,25,8,1,37,2,0,0.0,2,100.0,18,111,65,1,1,0,0,0,24,3
Elliot Anderson,8,eng ENG,DM,22-157,90,57,3,21,28,9,0,57,0,0,,0,,28,172,69,0,0,0,0,0,32,1
Nicolás Domínguez,16,ar ARG,DM,26-288,74,55,3,16,27,12,0,55,0,0,,0,,14,85,63,0,1,0,1,0,30,2
Ryan Yates,22,eng ENG,DM,27-142,16,9,3,5,3,1,1,9,0,0,,0,,0,0,0,0,0,0,1,0,2,0
Álex Moreno,19,es ESP,LB,31-308,90,57,5,27,16,14,0,57,1,0,0.0,1,100.0,18,90,43,1,0,0,0,1,26,2
Murillo,5,br BRA,CB,22-282,90,75,14,35,40,0,0,75,1,0,0.0,1,100.0,29,153,101,2,0,0,1,0,41,0
Nikola Milenković,31,rs SRB,CB,27-182,90,42,6,26,12,4,1,42,0,0,,0,,11,49,21,0,0,0,0,0,21,0
Neco Williams,7,wls WAL,RB,23-364,90,48,7,16,24,8,0,48,0,0,,0,,9,51,14,0,0,0,3,0,19,2
Matz Sels,26,be BEL,GK,33-045,90,30,26,30,0,0,0,30,0,0,,0,,12,92,53,0,0,0,0,0,13,0
