Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Cameron Archer,19,eng ENG,FW,23-090,67,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0
Paul Onuachu,32,ng NGA,FW,30-144,23,10,9,0,0,0,1,0,0,0,0,0,0,4,1,0
Ryan Manning,3,ie IRL,"LW,LB",28-127,77,32,22,10,1,0,0,8,4,5,5,0,0,24,0,0
Charlie Taylor,21,eng ENG,LB,31-031,13,6,1,5,1,0,0,3,2,2,1,1,0,2,0,0
Tyler Dibling,33,eng ENG,RW,18-221,77,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
Kamaldeen Sulemana,20,gh GHA,RW,22-247,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mateus Fernandes,18,pt POR,CM,20-101,67,39,38,1,0,0,0,2,0,0,0,0,0,32,0,2
William Smallbone,8,ie IRL,CM,24-241,23,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0
Flynn Downes,4,eng ENG,CM,25-273,90,46,45,1,1,0,0,0,0,0,0,0,0,44,0,0
Joe Aribo,7,ng NGA,"CM,LW",28-090,90,27,27,0,0,1,0,0,0,0,0,0,0,22,0,2
Kyle Walker-Peters,2,eng ENG,"LB,RB",27-189,90,43,37,6,1,0,0,0,5,0,0,0,0,36,0,0
Jan Bednarek,35,pl POL,CB,28-190,90,31,23,8,1,0,0,0,0,0,0,0,0,25,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-263,90,40,37,3,3,0,0,0,0,0,0,0,0,36,0,0
Yukinari Sugawara,16,jp JPN,RB,24-113,61,46,40,6,0,0,0,2,5,1,1,0,0,41,0,1
Ryan Fraser,24,sct SCO,LW,30-238,11,6,4,2,0,0,0,4,0,2,2,0,0,1,0,0
Aaron Ramsdale,30,eng ENG,GK,26-158,90,45,37,8,4,0,1,0,0,0,0,0,0,28,0,0
