Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Cameron Archer,19,eng ENG,FW,23-090,67,17,0,1,11,5,5,17,1,0,0.0,1,100.0,5,20,17,0,0,0,2,0,10,2
Paul Onuachu,32,ng NGA,FW,30-144,23,13,0,2,5,6,2,13,1,0,0.0,1,100.0,7,22,9,0,0,0,1,4,11,0
Ryan Manning,3,ie IRL,"LW,LB",28-127,77,41,2,7,14,22,2,41,2,1,50.0,1,50.0,17,53,28,0,0,0,1,1,24,7
Charlie Taylor,21,eng ENG,LB,31-031,13,12,3,7,3,2,0,12,0,0,,0,,1,12,12,0,0,0,0,0,1,0
Tyler Dibling,33,eng ENG,RW,18-221,77,26,0,3,12,11,2,26,3,0,0.0,2,66.7,20,171,64,2,2,2,3,3,24,6
Kamaldeen Sulemana,20,gh GHA,RW,22-247,13,9,2,6,0,3,1,9,1,0,0.0,1,100.0,3,17,11,1,0,1,2,2,3,1
Mateus Fernandes,18,pt POR,CM,20-101,67,53,4,13,24,16,1,53,1,0,0.0,1,100.0,25,109,29,3,0,1,2,2,34,1
William Smallbone,8,ie IRL,CM,24-241,23,4,1,2,2,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Flynn Downes,4,eng ENG,CM,25-273,90,61,3,21,32,9,2,61,1,0,0.0,1,100.0,22,74,29,0,1,0,1,2,39,1
Joe Aribo,7,ng NGA,"CM,LW",28-090,90,47,1,9,24,14,4,47,6,2,33.3,4,66.7,25,117,46,1,1,0,4,1,28,4
Kyle Walker-Peters,2,eng ENG,"LB,RB",27-189,90,50,4,18,21,13,2,50,3,3,100.0,0,0.0,28,228,156,5,3,2,0,3,30,1
Jan Bednarek,35,pl POL,CB,28-190,90,39,14,26,12,1,1,39,0,0,,0,,7,23,6,0,0,0,0,0,14,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-263,90,51,9,32,16,3,2,51,0,0,,0,,19,65,31,0,0,0,0,0,29,0
Yukinari Sugawara,16,jp JPN,RB,24-113,61,54,2,26,15,13,2,54,0,0,,0,,21,42,30,0,0,0,0,0,33,4
Ryan Fraser,24,sct SCO,LW,30-238,11,7,1,1,0,6,1,7,0,0,,0,,3,25,19,1,0,1,0,0,4,3
Aaron Ramsdale,30,eng ENG,GK,26-158,90,46,26,45,1,0,0,46,0,0,,0,,32,198,124,0,0,0,0,0,31,0
