Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Cameron Archer,19,eng ENG,FW,23-111,72,11,0,0,7,4,0,11,0,0,,0,,8,33,12,1,0,0,2,2,8,0
Paul Onuachu,32,ng NGA,FW,30-165,18,5,0,0,2,3,1,5,0,0,,0,,2,21,0,0,0,0,0,0,5,1
Mateus Fernandes,18,pt POR,"LM,DM,AM",20-122,90,73,1,9,40,27,1,73,2,1,50.0,1,50.0,42,384,212,6,6,0,2,0,49,3
Adam Lallana,10,eng ENG,CM,36-183,59,62,4,12,34,16,2,62,1,0,0.0,0,0.0,37,171,73,1,0,0,1,2,50,3
Lesley Ugochukwu,26,fr FRA,DM,20-228,31,26,0,3,18,5,0,26,1,1,100.0,0,0.0,15,90,46,1,0,0,0,0,19,0
Joe Aribo,7,ng NGA,"CM,DM",28-111,72,42,0,7,26,10,1,42,2,1,50.0,1,50.0,21,110,59,0,1,0,1,0,31,2
Ben Brereton,17,cl CHI,RW,25-205,18,8,0,0,3,5,1,8,0,0,,0,,4,10,1,0,0,0,1,1,5,3
Adam Armstrong,9,eng ENG,"RM,LW",27-273,90,39,1,5,14,20,3,39,1,0,0.0,1,100.0,23,102,30,1,0,0,1,1,27,11
Ryan Manning,3,ie IRL,LB,28-148,45,40,1,2,11,27,3,40,1,1,100.0,0,0.0,17,57,35,0,2,0,0,0,28,12
Tyler Dibling,33,eng ENG,"AM,LB,RW",18-242,45,30,0,4,16,11,1,30,6,3,50.0,1,16.7,20,147,74,4,1,1,3,0,25,3
Jack Stephens,5,eng ENG,CB,30-287,59,71,1,13,41,17,0,71,1,0,0.0,1,100.0,43,210,131,5,1,0,0,1,59,0
Yukinari Sugawara,16,jp JPN,RB,24-134,31,33,0,1,21,11,1,33,1,0,0.0,1,100.0,15,82,33,0,0,0,0,0,19,3
Jan Bednarek,35,pl POL,CB,28-211,90,125,4,44,80,2,0,125,1,1,100.0,0,0.0,78,357,222,2,0,0,0,0,107,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-284,90,118,7,53,61,4,3,118,0,0,,0,,69,281,138,1,0,0,0,0,100,2
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-210,90,84,4,15,55,15,1,84,1,1,100.0,0,0.0,54,310,163,3,1,0,1,1,62,3
Aaron Ramsdale,30,eng ENG,GK,26-179,90,43,21,42,1,0,0,43,0,0,,0,,31,142,91,0,0,0,0,0,36,0
