Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Cameron Archer,19,eng ENG,FW,23-111,72,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Paul Onuachu,32,ng NGA,FW,30-165,18,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Mateus Fernandes,18,pt POR,"LM,DM,AM",20-122,90,62,50,12,4,2,1,8,3,4,4,0,0,46,0,2
Adam Lallana,10,eng ENG,CM,36-183,59,54,53,1,1,0,0,1,0,0,0,0,0,48,0,1
Lesley Ugochukwu,26,fr FRA,DM,20-228,31,25,25,0,0,0,0,1,0,0,0,0,0,19,0,1
Joe Aribo,7,ng NGA,"CM,DM",28-111,72,34,34,0,0,0,0,0,0,0,0,0,0,29,0,0
Ben Brereton,17,cl CHI,RW,25-205,18,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0
Adam Armstrong,9,eng ENG,"RM,LW",27-273,90,30,27,3,0,0,0,1,1,0,0,0,0,25,0,2
Ryan Manning,3,ie IRL,LB,28-148,45,36,30,6,1,0,1,5,2,3,2,0,0,26,0,3
Tyler Dibling,33,eng ENG,"AM,LB,RW",18-242,45,21,19,2,0,1,0,3,0,2,2,0,0,16,0,0
Jack Stephens,5,eng ENG,CB,30-287,59,64,62,2,1,0,1,0,1,0,0,0,0,62,0,1
Yukinari Sugawara,16,jp JPN,RB,24-134,31,29,23,6,0,0,1,2,6,0,0,0,0,25,0,0
Jan Bednarek,35,pl POL,CB,28-211,90,122,119,3,2,0,0,0,0,0,0,0,0,118,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-284,90,115,110,5,4,0,0,0,1,0,0,0,0,107,0,2
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-210,90,75,66,9,3,0,0,3,6,0,0,0,0,67,0,2
Aaron Ramsdale,30,eng ENG,GK,26-179,90,43,40,3,0,0,1,0,0,0,0,0,0,39,0,0
