Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Kai Havertz,29,de GER,FW,25-236,89,35,1,4,15,16,4,35,0,0,,0,,22,118,76,4,2,2,1,0,27,7
Raheem Sterling,30,eng ENG,FW,30-056,1,4,0,0,1,3,0,4,0,0,,0,,2,16,11,1,0,0,0,0,3,0
Leandro Trossard,19,be BEL,LW,30-060,83,31,0,7,10,15,0,31,5,3,60.0,1,20.0,25,141,34,2,2,0,3,4,26,5
Ethan Nwaneri,53,eng ENG,"RW,LW",17-318,7,9,0,0,4,5,0,9,2,2,100.0,0,0.0,6,57,20,0,1,0,0,2,8,2
Gabriel Martinelli,11,br BRA,"RW,LW",23-229,90,25,0,5,7,13,3,25,0,0,,0,,19,124,78,4,2,2,2,2,22,9
Declan Rice,41,eng ENG,LM,26-019,90,52,1,9,23,21,1,52,1,1,100.0,0,0.0,29,118,61,1,0,0,1,0,35,2
Thomas Partey,5,gh GHA,CM,31-234,90,62,2,18,36,8,0,62,1,1,100.0,0,0.0,43,275,145,1,0,0,0,0,45,0
Martin Ødegaard,8,no NOR,RM,26-047,83,42,0,8,17,17,1,42,0,0,,0,,30,167,98,1,2,0,0,1,30,4
Mikel Merino,23,es ESP,RM,28-225,7,6,0,1,4,2,0,6,1,1,100.0,0,0.0,4,14,8,1,1,0,0,1,2,0
Myles Lewis-Skelly,49,eng ENG,LB,18-129,89,37,2,11,19,9,1,37,1,1,100.0,0,0.0,21,158,102,2,1,1,0,1,23,0
Riccardo Calafiori,33,it ITA,LB,22-259,1,4,0,0,1,3,0,4,0,0,,0,,4,15,1,0,0,0,0,0,4,1
Gabriel Magalhães,6,br BRA,CB,27-045,90,70,6,28,31,11,1,70,0,0,,0,,44,147,55,0,1,0,0,0,46,0
William Saliba,2,fr FRA,CB,23-315,90,49,3,17,31,3,0,49,0,0,,0,,39,141,36,0,0,0,1,0,37,0
Jurriën Timber,12,nl NED,RB,23-230,90,40,3,9,18,13,5,40,1,0,0.0,1,100.0,21,65,10,0,0,0,1,1,21,5
David Raya,22,es ESP,GK,29-140,90,43,19,42,1,0,0,43,0,0,,0,,27,116,39,0,0,0,0,0,25,0
