Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-236,89,28,28,0,0,0,0,0,0,0,0,0,0,26,0,0
Raheem Sterling,30,eng ENG,FW,30-056,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Leandro Trossard,19,be BEL,LW,30-060,83,18,18,0,0,0,0,1,0,0,0,0,0,15,0,0
Ethan Nwaneri,53,eng ENG,"RW,LW",17-318,7,7,5,2,0,0,0,2,0,2,1,0,0,6,0,0
Gabriel Martinelli,11,br BRA,"RW,LW",23-229,90,19,19,0,0,0,0,2,0,0,0,0,0,14,0,0
Declan Rice,41,eng ENG,LM,26-019,90,47,42,5,2,1,1,2,0,1,1,0,0,40,0,0
Thomas Partey,5,gh GHA,CM,31-234,90,52,51,0,0,0,0,0,0,0,0,0,0,45,1,2
Martin Ødegaard,8,no NOR,RM,26-047,83,39,36,2,0,0,0,3,0,2,2,0,0,28,1,1
Mikel Merino,23,es ESP,RM,28-225,7,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-129,89,30,25,5,0,0,0,0,5,0,0,0,0,27,0,0
Riccardo Calafiori,33,it ITA,LB,22-259,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Gabriel Magalhães,6,br BRA,CB,27-045,90,60,54,5,5,0,0,1,0,0,0,0,0,54,1,1
William Saliba,2,fr FRA,CB,23-315,90,44,44,0,0,0,0,1,0,0,0,0,0,42,0,0
Jurriën Timber,12,nl NED,RB,23-230,90,32,22,10,1,0,0,0,9,0,0,0,0,25,0,2
David Raya,22,es ESP,GK,29-140,90,40,36,4,0,0,0,0,0,0,0,0,0,29,0,0
