Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-235,67,17,16,1,0,0,0,0,0,0,0,0,0,12,0,0
Hwang Hee-chan,11,kr KOR,FW,28-246,23,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0
Jean-Ricner Bellegarde,27,fr FRA,LM,26-093,51,24,24,0,0,1,0,2,0,0,0,0,0,18,0,1
Carlos Forbs,26,pt POR,RM,20-193,39,10,10,0,0,0,0,2,0,0,0,0,0,5,0,3
João Gomes,8,br BRA,CM,23-229,90,41,40,1,0,0,0,0,0,0,0,0,0,31,0,0
Mario Lemina,5,ga GAB,"CM,CB",31-027,90,57,55,2,0,0,0,3,0,0,0,0,0,44,0,0
Matheus Cunha,10,br BRA,"RM,LM",25-124,90,28,24,3,1,0,0,3,0,2,1,0,0,17,1,3
André,7,br BRA,DM,23-074,90,34,33,1,1,0,0,0,0,0,0,0,0,32,0,1
Rayan Aït-Nouri,3,dz ALG,LB,23-114,90,51,40,11,3,0,0,2,8,0,0,0,0,44,0,2
Toti Gomes,24,pt POR,CB,25-256,90,54,54,0,0,0,0,0,0,0,0,0,0,51,0,1
Santiago Bueno,4,uy URU,CB,25-324,76,48,46,2,0,0,0,0,0,0,0,0,0,46,0,0
Tommy Doyle,20,eng ENG,CM,22-347,14,11,10,1,1,0,1,1,0,0,0,0,0,8,0,0
Nélson Semedo,22,pt POR,RB,30-317,90,44,37,7,1,0,0,2,6,0,0,0,0,36,0,0
Sam Johnstone,31,eng ENG,GK,31-187,90,42,36,6,2,0,0,0,0,0,0,0,0,34,0,0
