Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Cameron Archer,19,eng ENG,FW,23-062,58,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0
Ben Brereton,17,cl CHI,LW,25-156,32,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,33.3
Ryan Fraser,24,sct SCO,LW,30-210,58,0,0,0,0,1,1,2,0,1,0,0,0,4,0,1,0.0
Ross Stewart,11,sct SCO,FW,28-072,32,1,0,0,2,1,1,0,0,0,0,0,0,0,2,4,33.3
Tyler Dibling,33,eng ENG,RW,18-193,81,0,0,0,1,4,0,0,0,1,0,0,0,2,0,3,0.0
Adam Armstrong,9,eng ENG,RW,27-224,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mateus Fernandes,18,pt POR,AM,20-073,89,0,0,0,2,3,0,0,0,0,0,0,0,3,1,2,33.3
Joe Aribo,7,ng NGA,AM,28-062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Lallana,10,eng ENG,DM,36-134,58,1,0,0,3,0,0,0,2,1,0,0,0,5,0,0,
Lesley Ugochukwu,26,fr FRA,DM,20-179,32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Flynn Downes,4,eng ENG,DM,25-245,90,1,0,0,0,2,0,0,2,1,0,0,0,4,1,0,100.0
Charlie Taylor,21,eng ENG,LB,31-003,90,1,0,0,1,1,0,1,1,1,0,0,0,2,3,0,100.0
Jan Bednarek,35,pl POL,CB,28-162,90,0,0,0,2,1,0,0,5,2,0,0,0,2,0,0,
Taylor Harwood-Bellis,6,eng ENG,CB,22-235,90,0,0,0,4,0,0,0,3,0,0,0,0,3,0,4,0.0
Yukinari Sugawara,16,jp JPN,RB,24-085,90,0,0,0,0,0,1,6,1,0,0,0,0,3,0,1,0.0
Aaron Ramsdale,30,eng ENG,GK,26-130,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
