Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-312,90,15,14,1,0,0,1,0,0,0,0,0,0,11,0,1
Matheus Cunha,10,br BRA,AM,25-201,90,38,32,6,3,0,1,5,2,1,0,1,0,27,0,0
Jean-Ricner Bellegarde,27,fr FRA,AM,26-170,71,25,24,1,1,0,0,2,0,0,0,0,0,19,0,1
Hwang Hee-chan,11,kr KOR,AM,28-323,19,6,5,1,0,0,0,1,0,0,0,0,0,5,0,1
Mario Lemina,5,ga GAB,"CM,DM",31-104,90,47,46,1,0,1,0,0,1,0,0,0,0,35,0,0
André,7,br BRA,CM,23-151,45,27,27,0,0,0,0,0,0,0,0,0,0,23,0,1
Tommy Doyle,20,eng ENG,"DM,CM",23-058,45,45,35,8,1,0,2,7,0,6,4,2,0,33,2,0
Rayan Aït-Nouri,3,dz ALG,"WB,LB",23-191,89,50,44,6,1,1,0,1,5,0,0,0,0,42,0,2
Matt Doherty,2,ie IRL,WB,32-333,63,43,34,9,0,0,0,4,9,0,0,0,0,35,0,0
Gonçalo Guedes,29,pt POR,FW,28-015,27,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Toti Gomes,24,pt POR,CB,25-333,90,78,75,3,1,0,0,2,1,0,0,0,0,65,0,0
Santiago Bueno,4,uy URU,CB,26-035,90,62,58,4,3,0,0,0,1,0,0,0,0,59,0,0
Nélson Semedo,22,pt POR,"CB,RB",31-028,90,72,70,2,2,0,0,2,0,0,0,0,0,59,0,0
Sam Johnstone,31,eng ENG,GK,31-264,90,33,30,3,1,0,0,0,0,0,0,0,0,24,0,0
