Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Diogo Jota,20,pt POR,FW,27-257,78,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0
Cody Gakpo,18,nl NED,FW,25-102,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Luis Díaz,7,co COL,LW,27-217,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
Mohamed Salah,11,eg EGY,RW,32-063,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Dominik Szoboszlai,8,hu HUN,AM,23-297,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
Alexis Mac Allister,10,ar ARG,DM,25-237,90,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0
Ryan Gravenberch,38,nl NED,DM,22-093,90,3,1,0,0,3,2,2,100.0,0,3,0,3,0,3,0,0
Andrew Robertson,26,sct SCO,LB,30-159,78,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0
Kostas Tsimikas,21,gr GRE,LB,28-097,12,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Virgil van Dijk,4,nl NED,CB,33-040,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1
Jarell Quansah,78,eng ENG,CB,21-201,45,2,2,1,1,0,0,0,,0,1,1,0,1,3,3,0
Ibrahima Konaté,5,fr FRA,CB,25-084,45,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Trent Alexander-Arnold,66,eng ENG,RB,25-315,76,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0
Conor Bradley,84,nir NIR,RB,21-039,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alisson,1,br BRA,GK,31-320,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
