Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Diogo Jota,20,pt POR,FW,27-257,78,0,0,0,0,1,0,1,1,0,0,0,0,3,3,2,60.0
Cody Gakpo,18,nl NED,FW,25-102,12,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,
Luis Díaz,7,co COL,LW,27-217,90,0,0,0,3,0,0,0,0,1,0,0,0,6,2,1,66.7
Mohamed Salah,11,eg EGY,RW,32-063,90,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,
Dominik Szoboszlai,8,hu HUN,AM,23-297,90,0,0,0,2,1,0,2,0,0,0,0,0,4,1,2,33.3
Alexis Mac Allister,10,ar ARG,DM,25-237,90,0,0,0,1,2,0,1,0,0,0,0,0,6,2,1,66.7
Ryan Gravenberch,38,nl NED,DM,22-093,90,0,0,0,5,1,0,0,0,1,0,0,0,2,1,0,100.0
Andrew Robertson,26,sct SCO,LB,30-159,78,0,0,0,1,0,0,11,1,0,0,0,0,5,0,1,0.0
Kostas Tsimikas,21,gr GRE,LB,28-097,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Virgil van Dijk,4,nl NED,CB,33-040,90,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,75.0
Jarell Quansah,78,eng ENG,CB,21-201,45,0,0,0,2,0,0,0,1,2,0,0,0,0,2,2,50.0
Ibrahima Konaté,5,fr FRA,CB,25-084,45,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,75.0
Trent Alexander-Arnold,66,eng ENG,RB,25-315,76,0,0,0,0,2,0,4,0,0,0,0,0,7,0,0,
Conor Bradley,84,nir NIR,RB,21-039,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Alisson,1,br BRA,GK,31-320,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
