Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Diogo Jota,20,pt POR,FW,27-257,78,15,15,0,0,0,1,1,0,0,0,0,0,9,0,2
Cody Gakpo,18,nl NED,FW,25-102,12,10,10,0,0,0,0,3,0,0,0,0,0,7,0,0
Luis Díaz,7,co COL,LW,27-217,90,36,34,2,0,0,0,0,2,0,0,0,0,31,0,0
Mohamed Salah,11,eg EGY,RW,32-063,90,34,34,0,0,0,0,1,0,0,0,0,0,25,0,1
Dominik Szoboszlai,8,hu HUN,AM,23-297,90,50,46,4,0,2,1,2,2,1,1,0,0,44,0,0
Alexis Mac Allister,10,ar ARG,DM,25-237,90,50,49,1,1,1,1,1,0,0,0,0,0,42,0,2
Ryan Gravenberch,38,nl NED,DM,22-093,90,59,59,0,0,2,0,0,0,0,0,0,0,51,0,1
Andrew Robertson,26,sct SCO,LB,30-159,78,79,58,21,3,0,0,11,12,6,5,0,0,61,0,2
Kostas Tsimikas,21,gr GRE,LB,28-097,12,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Virgil van Dijk,4,nl NED,CB,33-040,90,86,82,4,1,0,1,0,1,0,0,0,0,81,0,0
Jarell Quansah,78,eng ENG,CB,21-201,45,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0
Ibrahima Konaté,5,fr FRA,CB,25-084,45,30,28,2,2,0,0,0,0,0,0,0,0,28,0,0
Trent Alexander-Arnold,66,eng ENG,RB,25-315,76,54,44,10,3,1,0,4,4,3,2,1,0,38,0,1
Conor Bradley,84,nir NIR,RB,21-039,14,25,20,5,2,0,0,0,3,0,0,0,0,22,0,0
Alisson,1,br BRA,GK,31-320,90,51,48,3,1,0,0,0,0,0,0,0,0,44,0,0
