Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-158,90,1,0,0,3,0,0,2,0,2,0,0,0,2,2,7,22.2
Eberechi Eze,10,eng ENG,AM,26-157,75,0,0,0,1,2,1,8,0,0,0,0,0,4,0,2,0.0
Justin Devenny,55,nir NIR,AM,21-053,15,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Ismaila Sarr,7,sn SEN,AM,26-282,89,1,0,0,1,4,0,0,1,0,0,0,0,4,1,2,33.3
Eddie Nketiah,9,eng ENG,AM,25-187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cheick Doucouré,28,ml MLI,CM,24-330,45,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0,
Jefferson Lerma,8,co COL,CM,30-039,45,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,33.3
Will Hughes,19,eng ENG,CM,29-230,90,1,0,0,3,2,0,2,0,2,0,0,0,6,1,0,100.0
Tyrick Mitchell,3,eng ENG,WB,25-093,90,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,
Daniel Muñoz,12,co COL,WB,28-191,90,0,0,0,0,1,0,2,1,0,0,0,0,3,3,4,42.9
Marc Guéhi,6,eng ENG,CB,24-143,90,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4,42.9
Maxence Lacroix,5,fr FRA,CB,24-241,90,0,0,0,3,2,0,0,1,3,0,0,0,5,1,2,33.3
Trevoh Chalobah,27,eng ENG,CB,25-151,80,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,12.5
Chris Richards,26,us USA,CB,24-250,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Dean Henderson,1,eng ENG,GK,27-266,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
