Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Leandro Trossard,19,be BEL,FW,29-299,89,54,0,1,15,39,12,54,5,2,40.0,2,40.0,27,186,70,2,2,0,3,2,44,10
Gabriel Jesus,9,br BRA,FW,27-178,1,1,0,0,0,1,1,1,0,0,,0,,1,31,29,1,1,1,0,0,1,1
Kai Havertz,29,de GER,FW,25-109,90,57,0,1,17,39,11,57,3,1,33.3,2,66.7,30,104,41,0,1,2,4,2,42,12
Gabriel Martinelli,11,br BRA,LM,23-102,73,37,0,0,5,33,13,37,3,1,33.3,1,33.3,27,255,201,9,1,4,1,0,28,12
Raheem Sterling,30,eng ENG,LM,29-295,17,11,0,0,0,11,2,11,2,1,50.0,0,0.0,9,65,47,3,0,2,0,0,10,4
Declan Rice,41,eng ENG,CM,25-258,90,106,0,8,44,56,5,106,0,0,,0,,67,336,204,7,6,1,2,0,75,11
Thomas Partey,5,gh GHA,CM,31-107,84,104,0,3,49,52,1,104,0,0,,0,,61,246,109,1,4,0,0,2,80,3
Ethan Nwaneri,53,eng ENG,CM,17-191,6,8,0,1,2,5,1,8,2,1,50.0,0,0.0,6,65,39,2,0,1,1,1,6,2
Bukayo Saka,7,eng ENG,RM,23-023,90,88,0,0,20,68,12,88,13,8,61.5,4,30.8,51,359,193,9,3,2,1,6,60,16
Riccardo Calafiori,33,it ITA,LB,22-132,90,90,1,8,32,50,6,90,2,2,100.0,0,0.0,42,249,150,2,2,2,1,0,65,5
Gabriel Magalhães,6,br BRA,CB,26-284,90,94,2,25,43,27,3,94,1,1,100.0,0,0.0,53,209,135,1,1,0,0,0,77,2
William Saliba,2,fr FRA,CB,23-188,90,66,4,20,44,2,0,66,0,0,,0,,41,156,66,0,0,0,1,1,49,0
Jurriën Timber,12,nl NED,RB,23-103,90,96,2,8,41,49,3,96,2,1,50.0,1,50.0,53,221,71,2,1,0,1,0,62,11
David Raya,22,es ESP,GK,29-013,90,25,15,22,3,0,0,25,0,0,,0,,17,83,65,0,0,0,0,0,18,0
