Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Bart Verbruggen,nl NED,22-237,90,6,2,4,66.7,1.5,2,6,33.3,41,3,14.6,23.4,3,0.0,13.0,10,0,0.0,0,1.0
