Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,34-137,90,16,15,1,0,0,0,0,0,0,0,0,0,14,0,0
Simon Adingra,11,ci CIV,LM,23-101,81,28,28,0,0,0,0,5,0,0,0,0,0,22,0,1
Brajan Gruda,8,de GER,CM,20-316,9,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
João Pedro,9,br BRA,"CM,LM",23-198,90,36,34,1,0,1,0,1,0,0,0,0,0,27,1,2
Matt O'Riley,33,dk DEN,CM,24-142,69,20,19,1,1,0,0,1,0,0,0,0,0,17,0,1
Diego Gómez,25,py PAR,CM,22-016,21,11,10,1,0,0,0,0,0,0,0,0,0,9,0,0
Yankuba Minteh,17,gm GAM,RM,20-264,69,26,25,1,0,1,0,1,1,0,0,0,0,18,0,1
Solly March,7,eng ENG,RM,30-266,21,9,9,0,0,0,0,2,0,0,0,0,0,6,0,1
Yasin Ayari,26,se SWE,DM,21-188,90,54,49,5,2,1,0,5,0,3,3,0,0,47,0,2
Pervis Estupiñán,30,ec ECU,LB,27-081,90,59,52,7,1,0,0,0,6,0,0,0,0,49,0,2
Carlos Baleba,20,cm CMR,CB,21-099,90,101,92,9,3,1,0,0,2,0,0,0,0,93,0,0
Lewis Dunk,5,eng ENG,CB,33-142,90,100,100,0,0,1,1,0,0,0,0,0,0,92,0,0
Jack Hinshelwood,41,eng ENG,RB,20-001,90,53,50,3,0,0,0,1,3,0,0,0,0,43,0,1
Bart Verbruggen,1,nl NED,GK,22-237,90,44,39,5,2,0,0,0,0,0,0,0,0,39,0,1
