Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Danny Welbeck,18,eng ENG,FW,34-137,90,31,2,2,10,19,5,31,2,1,50.0,1,50.0,20,72,12,0,0,0,4,0,19,6
Simon Adingra,11,ci CIV,LM,23-101,81,44,0,3,12,29,8,44,7,2,28.6,5,71.4,31,179,81,3,2,1,1,0,32,8
Brajan Gruda,8,de GER,CM,20-316,9,9,0,2,5,2,1,9,1,0,0.0,1,100.0,7,24,0,0,0,0,1,0,7,1
João Pedro,9,br BRA,"CM,LM",23-198,90,49,0,4,22,26,8,47,6,2,33.3,2,33.3,38,271,161,3,4,0,2,1,35,5
Matt O'Riley,33,dk DEN,CM,24-142,69,29,0,1,11,18,6,29,2,2,100.0,0,0.0,21,98,57,2,2,0,2,0,20,5
Diego Gómez,25,py PAR,CM,22-016,21,13,1,2,11,0,0,13,0,0,,0,,7,36,7,0,0,0,0,0,9,1
Yankuba Minteh,17,gm GAM,RM,20-264,69,34,1,3,12,20,7,34,1,0,0.0,1,100.0,23,144,83,3,2,3,1,0,24,8
Solly March,7,eng ENG,RM,30-266,21,10,0,0,6,4,1,10,1,0,0.0,1,100.0,6,60,22,1,0,1,0,0,9,3
Yasin Ayari,26,se SWE,DM,21-188,90,62,2,13,37,14,1,62,0,0,,0,,42,283,166,4,5,0,0,0,37,1
Pervis Estupiñán,30,ec ECU,LB,27-081,90,68,5,17,35,17,2,68,1,1,100.0,0,0.0,44,241,107,4,6,1,0,0,39,5
Carlos Baleba,20,cm CMR,CB,21-099,90,115,9,35,73,8,0,115,1,1,100.0,0,0.0,85,600,391,3,3,0,1,1,85,0
Lewis Dunk,5,eng ENG,CB,33-142,90,107,9,38,67,2,1,107,0,0,,0,,81,278,165,0,0,0,1,0,89,0
Jack Hinshelwood,41,eng ENG,RB,20-001,90,56,2,12,32,12,3,56,0,0,,0,,36,163,72,1,1,0,0,0,38,3
Bart Verbruggen,1,nl NED,GK,22-237,90,49,23,48,1,0,0,49,0,0,,0,,37,138,81,0,0,0,0,0,31,0
