Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-062,71,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0,100.0
Kevin Schade,7,de GER,FW,22-343,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0
Keane Lewis-Potter,23,eng ENG,LW,23-256,72,0,0,0,0,0,0,1,0,1,0,0,0,6,0,3,0.0
Fabio Carvalho,14,pt POR,"LW,FW",22-066,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Bryan Mbeumo,19,cm CMR,RW,25-089,86,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,33.3
Ben Mee,16,eng ENG,"RW,CB",35-044,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
Mikkel Damsgaard,24,dk DEN,AM,24-124,71,0,0,0,0,0,0,2,0,3,0,0,0,3,1,1,50.0
Mathias Jensen,8,dk DEN,"AM,CM",28-308,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Vitaly Janelt,27,de GER,DM,26-178,89,0,0,0,3,0,0,0,3,0,0,0,0,6,1,0,100.0
Yehor Yarmoliuk,18,ua UKR,CM,20-248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Christian Nørgaard,6,dk DEN,"DM,CM",30-239,90,0,0,0,2,0,0,0,1,3,0,0,0,5,1,1,50.0
Sepp van den Berg,4,nl NED,LB,22-320,90,0,0,0,0,0,0,0,1,1,0,0,0,2,5,2,71.4
Ethan Pinnock,5,jm JAM,CB,31-159,90,0,0,0,0,0,0,0,1,1,0,0,0,3,4,4,50.0
Nathan Collins,22,ie IRL,CB,23-188,90,0,0,0,0,1,0,0,4,1,0,0,0,3,4,2,66.7
Mads Roerslev,30,dk DEN,RB,25-133,90,1,0,0,2,0,0,1,0,1,0,0,0,1,3,0,100.0
Mark Flekken,1,nl NED,GK,31-144,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
