Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Yoane Wissa,11,cd COD,FW,28-062,71,23,0,5,8,11,0,23,1,1,100.0,0,0.0,10,26,8,0,0,0,3,0,15,5
Kevin Schade,7,de GER,FW,22-343,19,14,0,2,6,6,0,14,3,1,33.3,2,66.7,6,25,13,0,0,0,1,0,7,3
Keane Lewis-Potter,23,eng ENG,LW,23-256,72,17,4,6,4,7,3,17,1,0,0.0,1,100.0,11,90,50,5,1,3,1,2,10,4
Fabio Carvalho,14,pt POR,"LW,FW",22-066,18,9,0,2,2,5,2,9,0,0,,0,,4,14,4,0,0,0,1,2,3,1
Bryan Mbeumo,19,cm CMR,RW,25-089,86,26,3,7,12,9,0,26,1,1,100.0,0,0.0,14,109,67,1,1,0,6,1,19,9
Ben Mee,16,eng ENG,"RW,CB",35-044,4,5,2,4,1,0,0,5,0,0,,0,,1,2,0,0,0,0,0,0,1,0
Mikkel Damsgaard,24,dk DEN,AM,24-124,71,38,2,13,17,8,0,38,1,0,0.0,1,100.0,17,59,23,0,0,0,1,3,22,3
Mathias Jensen,8,dk DEN,"AM,CM",28-308,19,9,2,2,4,3,0,9,0,0,,0,,2,12,1,0,0,0,1,0,2,0
Vitaly Janelt,27,de GER,DM,26-178,89,41,6,12,22,8,1,41,1,1,100.0,0,0.0,20,137,22,0,1,0,1,1,20,5
Yehor Yarmoliuk,18,ua UKR,CM,20-248,1,4,0,0,2,2,1,4,0,0,,0,,2,9,1,0,0,0,0,0,2,0
Christian Nørgaard,6,dk DEN,"DM,CM",30-239,90,40,5,13,21,6,0,40,0,0,,0,,16,77,32,1,0,0,1,0,24,2
Sepp van den Berg,4,nl NED,LB,22-320,90,34,6,16,18,0,0,34,0,0,,0,,9,88,38,0,0,0,0,0,10,0
Ethan Pinnock,5,jm JAM,CB,31-159,90,53,20,33,17,3,0,53,2,1,50.0,1,50.0,15,91,54,0,0,0,0,0,15,0
Nathan Collins,22,ie IRL,CB,23-188,90,59,15,33,19,7,2,59,0,0,,0,,29,179,75,0,0,0,0,0,34,0
Mads Roerslev,30,dk DEN,RB,25-133,90,46,9,18,23,5,0,46,3,2,66.7,1,33.3,19,82,36,1,1,0,1,0,24,3
Mark Flekken,1,nl NED,GK,31-144,90,54,40,54,1,0,0,54,0,0,,0,,37,225,155,0,0,0,0,0,27,0
