Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,33-301,90,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,
Kaoru Mitoma,22,jp JPN,"LW,LM",27-125,90,0,0,0,1,1,0,8,1,0,0,0,0,4,0,0,
Simon Adingra,11,ci CIV,RW,22-265,61,0,0,0,2,0,0,5,0,1,0,0,0,5,0,1,0.0
Yankuba Minteh,17,gm GAM,"RW,RM",20-062,29,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,
Georginio Rutter,14,fr FRA,AM,22-155,70,0,0,0,1,2,0,1,0,0,0,0,0,2,0,1,0.0
João Pedro,9,br BRA,"RW,AM",22-362,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0
Carlos Baleba,20,cm CMR,DM,20-263,61,1,0,0,2,1,0,0,2,1,0,1,0,1,1,2,33.3
Mats Wieffer,27,nl NED,"DM,CM",24-311,29,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,100.0
Jack Hinshelwood,41,eng ENG,"DM,CM",19-164,90,0,0,0,1,1,0,1,0,1,0,0,0,4,0,0,
Pervis Estupiñán,30,ec ECU,LB,26-245,81,0,0,0,0,0,0,14,1,0,0,0,0,1,2,0,100.0
Evan Ferguson,28,ie IRL,LW,19-339,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Lewis Dunk,5,eng ENG,CB,32-306,90,1,0,0,0,1,0,2,1,0,0,0,0,4,2,1,66.7
Jan Paul van Hecke,29,nl NED,CB,24-106,90,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,100.0
Joël Veltman,34,nl NED,"RB,CB",32-251,90,0,0,0,3,1,0,2,1,1,0,0,0,1,3,2,60.0
Bart Verbruggen,1,nl NED,GK,22-035,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
