Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
João Pedro,9,br BRA,FW,23-188,71,32,1,1,11,20,4,32,7,1,14.3,6,85.7,15,81,12,0,0,0,2,1,21,5
Danny Welbeck,18,eng ENG,FW,34-127,19,8,0,0,2,6,1,8,0,0,,0,,5,19,10,0,0,0,1,0,6,1
Kaoru Mitoma,22,jp JPN,LW,27-317,90,58,0,3,19,37,5,58,8,3,37.5,5,62.5,33,327,190,6,3,2,3,1,35,9
Simon Adingra,11,ci CIV,RW,23-091,90,22,0,0,7,15,5,22,1,0,0.0,1,100.0,14,101,46,2,0,2,2,1,18,7
Brajan Gruda,8,de GER,AM,20-306,83,25,0,1,9,15,3,25,1,0,0.0,1,100.0,12,81,26,1,0,0,0,3,18,3
Matt O'Riley,33,dk DEN,AM,24-132,7,10,0,2,4,4,0,10,0,0,,0,,2,13,0,0,0,0,0,0,4,1
Yasin Ayari,26,se SWE,DM,21-178,90,55,2,10,25,20,3,55,1,0,0.0,0,0.0,26,114,57,1,1,1,2,1,38,1
Diego Gómez,25,py PAR,DM,22-006,71,43,3,10,19,14,2,43,0,0,,0,,15,37,7,0,0,0,2,0,31,3
Carlos Baleba,20,cm CMR,DM,21-089,19,30,0,7,23,2,0,30,2,2,100.0,0,0.0,20,87,37,0,0,0,1,1,19,1
Pervis Estupiñán,30,ec ECU,LB,27-071,90,70,2,16,27,27,0,70,2,0,0.0,2,100.0,29,128,54,2,2,0,1,1,40,9
Lewis Dunk,5,eng ENG,CB,33-132,71,77,6,37,37,3,1,77,0,0,,0,,42,205,109,1,1,0,1,0,63,1
Eiran Cashin,16,ie IRL,CB,23-144,19,30,2,9,19,2,0,30,1,0,0.0,1,100.0,19,131,99,0,0,0,0,0,23,1
Jan Paul van Hecke,29,nl NED,CB,24-298,90,80,11,36,42,3,1,80,0,0,,0,,47,318,232,2,1,0,0,0,55,0
Jack Hinshelwood,41,eng ENG,RB,19-356,71,39,0,2,17,20,1,39,1,0,0.0,0,0.0,15,77,32,1,2,0,0,1,23,1
Mats Wieffer,27,nl NED,RB,25-137,19,14,0,6,3,6,0,14,0,0,,0,,4,15,8,0,0,0,0,0,9,0
Bart Verbruggen,1,nl NED,GK,22-227,90,29,20,29,0,0,0,29,0,0,,0,,26,76,40,0,0,0,0,0,23,0
