Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jean-Philippe Mateta,14,fr FRA,FW,27-219,90,21,3,4,5,13,4,21,1,0,0.0,0,0.0,7,32,7,0,0,0,0,1,12,3
Daichi Kamada,18,jp JPN,AM,28-181,60,24,0,3,13,8,1,24,0,0,,0,,10,48,6,0,0,0,1,2,14,3
Eberechi Eze,10,eng ENG,AM,26-218,30,17,1,5,9,5,1,17,2,2,100.0,0,0.0,7,28,4,0,1,0,3,1,10,2
Ismaila Sarr,7,sn SEN,AM,26-343,89,33,0,6,15,12,2,33,1,0,0.0,1,100.0,19,126,71,3,2,0,2,2,19,5
Justin Devenny,55,nir NIR,AM,21-114,1,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,8,co COL,CM,30-100,90,53,4,14,27,14,2,53,0,0,,0,,14,40,14,1,1,0,1,0,30,1
Will Hughes,19,eng ENG,CM,29-291,87,35,3,8,18,10,0,35,0,0,,0,,12,48,14,0,2,0,0,2,21,1
Adam Wharton,20,eng ENG,CM,20-245,3,6,0,3,3,0,0,6,0,0,,0,,2,23,19,1,0,0,0,0,0,0
Tyrick Mitchell,3,eng ENG,WB,25-154,87,35,7,12,12,11,5,35,1,0,0.0,1,100.0,12,74,18,1,0,1,1,1,16,2
Nathaniel Clyne,17,eng ENG,WB,33-303,3,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Daniel Muñoz,12,co COL,WB,28-252,90,57,7,24,24,9,2,57,2,1,50.0,1,50.0,12,59,30,1,0,1,1,0,17,1
Marc Guéhi,6,eng ENG,CB,24-204,90,45,11,22,19,4,2,45,1,1,100.0,0,0.0,19,91,25,1,1,0,0,0,23,2
Maxence Lacroix,5,fr FRA,CB,24-302,90,47,17,31,13,3,1,47,2,0,0.0,2,100.0,17,32,6,0,0,0,0,1,18,0
Chris Richards,26,us USA,CB,24-311,90,45,12,28,15,2,1,45,0,0,,0,,10,27,4,0,0,0,0,0,11,0
Dean Henderson,1,eng ENG,GK,27-327,90,29,23,29,0,0,0,29,0,0,,0,,12,57,23,0,0,0,0,0,12,0
