Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-219,90,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1
Daichi Kamada,18,jp JPN,AM,28-181,60,21,19,2,1,0,0,0,0,0,0,0,0,14,0,1
Eberechi Eze,10,eng ENG,AM,26-218,30,12,10,2,2,0,0,0,0,0,0,0,0,9,0,1
Ismaila Sarr,7,sn SEN,AM,26-343,89,21,21,0,0,2,0,2,0,0,0,0,0,15,0,0
Justin Devenny,55,nir NIR,AM,21-114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,8,co COL,CM,30-100,90,42,38,4,0,1,0,0,4,0,0,0,0,28,0,0
Will Hughes,19,eng ENG,CM,29-291,87,32,31,1,1,0,0,0,0,0,0,0,0,22,0,0
Adam Wharton,20,eng ENG,CM,20-245,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyrick Mitchell,3,eng ENG,WB,25-154,87,20,18,2,0,0,0,3,2,0,0,0,0,11,0,1
Nathaniel Clyne,17,eng ENG,WB,33-303,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Daniel Muñoz,12,co COL,WB,28-252,90,40,29,11,0,0,0,0,11,0,0,0,0,29,0,2
Marc Guéhi,6,eng ENG,CB,24-204,90,34,31,2,2,0,0,1,0,0,0,0,0,23,1,0
Maxence Lacroix,5,fr FRA,CB,24-302,90,25,25,0,0,0,0,0,0,0,0,0,0,20,0,0
Chris Richards,26,us USA,CB,24-311,90,27,25,2,2,0,0,0,0,0,0,0,0,16,0,1
Dean Henderson,1,eng ENG,GK,27-327,90,26,15,11,4,0,0,0,0,0,0,0,0,9,0,0
