Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-069,90,31,4,4,12,15,8,31,2,1,50.0,1,50.0,16,66,16,0,0,0,5,0,22,6
Jack Grealish,10,eng ENG,LW,29-018,80,45,3,6,14,25,6,45,6,3,50.0,1,16.7,37,323,180,7,0,4,2,1,38,8
Jeremy Doku,11,be BEL,LW,22-124,10,10,0,0,2,8,0,10,1,1,100.0,0,0.0,8,76,46,2,1,0,0,2,9,4
Bernardo Silva,20,pt POR,"RW,DM",30-049,90,57,0,4,20,34,9,57,3,0,0.0,3,100.0,44,222,117,7,4,4,2,0,42,8
İlkay Gündoğan,19,de GER,AM,33-340,65,38,0,7,15,18,1,38,3,2,66.7,0,0.0,24,85,46,2,2,0,2,0,22,4
Phil Foden,47,eng ENG,AM,24-123,25,24,0,0,4,20,3,24,2,2,100.0,0,0.0,18,67,40,0,0,0,0,1,17,4
Mateo Kovačić,8,hr CRO,DM,30-145,90,94,3,13,57,25,1,94,2,1,50.0,1,50.0,61,366,157,4,3,0,1,0,69,1
Rico Lewis,82,eng ENG,DM,19-312,80,31,1,3,16,12,2,31,0,0,,0,,18,54,24,0,0,0,1,0,20,3
Sávio,26,br BRA,RW,20-171,10,11,0,1,1,9,3,11,1,1,100.0,0,0.0,8,80,54,4,0,3,1,0,7,0
Joško Gvardiol,24,hr CRO,LB,22-249,90,68,2,29,24,16,3,68,3,1,33.3,1,33.3,49,211,94,2,3,1,1,3,48,1
Manuel Akanji,25,ch SUI,CB,29-071,90,78,5,20,33,25,1,78,0,0,,0,,58,254,168,1,2,0,0,1,61,1
Rúben Dias,3,pt POR,CB,27-137,90,93,12,39,39,15,1,93,0,0,,0,,68,405,236,1,5,0,0,0,70,0
Kyle Walker,2,eng ENG,RB,34-123,90,73,5,22,35,18,0,73,1,1,100.0,0,0.0,44,213,118,1,2,0,0,0,46,0
Ederson,31,br BRA,GK,31-042,90,52,35,52,0,0,0,52,0,0,,0,,40,183,99,0,0,0,0,0,35,0
