Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-069,90,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1
Jack Grealish,10,eng ENG,LW,29-018,80,35,35,0,0,0,0,1,0,0,0,0,0,32,0,0
Jeremy Doku,11,be BEL,LW,22-124,10,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0
Bernardo Silva,20,pt POR,"RW,DM",30-049,90,44,41,3,2,0,0,3,1,0,0,0,0,38,0,1
İlkay Gündoğan,19,de GER,AM,33-340,65,29,22,7,1,2,0,6,0,4,1,2,0,21,0,0
Phil Foden,47,eng ENG,AM,24-123,25,22,20,2,1,0,0,2,0,1,0,1,0,17,0,1
Mateo Kovačić,8,hr CRO,DM,30-145,90,82,80,2,2,1,1,0,0,0,0,0,0,76,0,1
Rico Lewis,82,eng ENG,DM,19-312,80,23,23,0,0,0,0,0,0,0,0,0,0,21,0,1
Sávio,26,br BRA,RW,20-171,10,10,9,1,0,0,0,3,0,1,1,0,0,7,0,1
Joško Gvardiol,24,hr CRO,LB,22-249,90,57,51,6,3,1,0,0,3,0,0,0,0,49,0,1
Manuel Akanji,25,ch SUI,CB,29-071,90,71,70,1,1,1,0,1,0,0,0,0,0,63,0,0
Rúben Dias,3,pt POR,CB,27-137,90,86,82,4,1,0,0,0,0,0,0,0,0,77,0,1
Kyle Walker,2,eng ENG,RB,34-123,90,67,56,11,1,0,2,1,10,0,0,0,0,56,0,0
Ederson,31,br BRA,GK,31-042,90,49,44,5,3,0,0,0,0,0,0,0,0,38,0,0
