Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-082,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Brennan Johnson,22,wls WAL,"LW,RM,FW",23-196,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Dejan Kulusevski,21,se SWE,"RW,CM,RM",24-224,90,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,1,0
James Maddison,10,eng ENG,"LM,CM",28-012,79,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,1,0
Timo Werner,16,de GER,LM,28-274,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yves Bissouma,8,ml MLI,"CM,DM",28-097,79,5,4,1,3,1,1,2,50.0,1,0,0,0,1,6,0,0
Lucas Bergvall,15,se SWE,DM,18-307,11,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0
Pape Matar Sarr,29,sn SEN,RM,22-082,56,2,1,0,2,0,0,0,,0,0,0,0,2,4,2,0
Son Heung-min,7,kr KOR,"LM,CM",32-150,34,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Destiny Udogie,13,it ITA,LB,22-007,90,6,5,2,3,1,3,4,75.0,1,1,0,1,1,7,1,0
Ben Davies,33,wls WAL,CB,31-225,61,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Pedro Porro,23,es ESP,RB,25-083,29,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Radu Drăgușin,6,ro ROU,CB,22-306,90,2,1,2,0,0,2,2,100.0,0,1,1,0,1,3,5,2
Archie Gray,14,eng ENG,"RB,CB",18-268,90,3,1,0,2,1,0,1,0.0,1,2,1,1,1,4,2,0
Fraser Forster,20,eng ENG,GK,36-263,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
