Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Yoane Wissa,11,cd COD,FW,28-120,74,20,1,7,6,7,2,20,2,0,0.0,2,100.0,11,42,8,0,0,0,2,2,16,2
Kevin Schade,7,de GER,FW,23-035,16,6,0,0,1,5,0,6,1,0,0.0,1,100.0,3,32,0,0,0,0,0,0,5,2
Bryan Mbeumo,19,cm CMR,FW,25-147,90,40,3,12,12,16,2,40,4,1,25.0,2,50.0,17,66,39,2,0,1,3,1,23,4
Mikkel Damsgaard,24,dk DEN,AM,24-182,74,57,3,16,32,10,0,57,2,0,0.0,1,50.0,22,190,124,4,2,0,0,1,35,2
Edmond-Paris Maghoma,32,eng ENG,LM,23-238,16,16,0,2,10,4,0,16,0,0,,0,,13,43,18,0,1,0,0,0,16,0
Yehor Yarmoliuk,18,ua UKR,"LM,RM",20-306,90,50,2,12,27,12,1,50,1,1,100.0,0,0.0,26,150,56,1,0,0,1,2,38,5
Christian Nørgaard,6,dk DEN,CM,30-297,74,39,5,14,20,5,1,39,0,0,,0,,16,86,54,1,0,0,3,0,22,2
Mathias Jensen,8,dk DEN,AM,29-000,16,20,0,1,15,4,0,20,0,0,,0,,14,63,29,0,0,0,0,0,15,0
Vitaly Janelt,27,de GER,"RM,CM",26-236,90,32,4,11,12,9,0,32,0,0,,0,,14,46,25,1,1,0,0,0,25,1
Keane Lewis-Potter,23,eng ENG,LB,23-314,90,52,3,16,22,14,1,52,3,1,33.3,1,33.3,20,145,96,3,2,1,0,1,34,7
Sepp van den Berg,4,nl NED,CB,23-012,74,54,10,29,22,3,1,54,0,0,,0,,20,101,40,0,0,0,0,0,37,0
Kim Jisoo,36,kr KOR,CB,20-008,16,21,0,9,10,2,0,21,0,0,,0,,12,48,22,0,0,0,0,1,19,0
Nathan Collins,22,ie IRL,CB,23-246,90,78,14,35,39,5,1,78,0,0,,0,,36,194,146,2,1,0,0,0,50,0
Mads Roerslev,30,dk DEN,RB,25-191,90,53,7,17,21,15,1,53,1,1,100.0,0,0.0,24,69,14,0,0,0,0,1,30,4
Mark Flekken,1,nl NED,GK,31-202,90,67,51,65,3,0,0,67,0,0,,0,,36,132,67,0,0,0,1,0,41,0
