Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Albert Grønbaek,29,dk DEN,FW,23-289,63,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0
Cameron Archer,19,eng ENG,"FW,AM",23-230,27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Kamaldeen Sulemana,20,gh GHA,LW,23-021,90,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,50.0
Tyler Dibling,33,eng ENG,RW,18-361,63,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,100.0
Yukinari Sugawara,16,jp JPN,RB,24-253,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
Mateus Fernandes,18,pt POR,"AM,RW",20-241,90,0,0,0,2,0,0,0,1,4,0,0,0,5,0,0,
William Smallbone,8,ie IRL,DM,25-015,70,0,0,0,2,0,0,4,0,1,0,1,0,4,0,0,
Adam Lallana,10,eng ENG,DM,36-302,20,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
Lesley Ugochukwu,26,fr FRA,DM,20-347,82,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0
Paul Onuachu,32,ng NGA,FW,30-284,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ryan Manning,3,ie IRL,LB,28-267,82,0,0,0,1,2,0,0,4,1,0,0,0,4,0,0,
Joe Aribo,7,ng NGA,DM,28-230,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Taylor Harwood-Bellis,6,eng ENG,CB,23-037,90,0,0,0,0,1,0,0,1,2,0,0,0,7,3,1,75.0
Jan Bednarek,35,pl POL,CB,28-330,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Armel Bella Kotchap,37,de GER,CB,23-087,72,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
Kyle Walker-Peters,2,eng ENG,"RB,RW,LB",27-329,90,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,
Aaron Ramsdale,30,eng ENG,GK,26-298,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
