Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Albert Grønbaek,29,dk DEN,FW,23-289,63,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0
Cameron Archer,19,eng ENG,"FW,AM",23-230,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kamaldeen Sulemana,20,gh GHA,LW,23-021,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Tyler Dibling,33,eng ENG,RW,18-361,63,2,1,0,2,0,0,2,0.0,2,0,0,0,1,3,0,0
Yukinari Sugawara,16,jp JPN,RB,24-253,27,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
Mateus Fernandes,18,pt POR,"AM,RW",20-241,90,5,4,4,1,0,3,4,75.0,1,0,0,0,1,6,1,0
William Smallbone,8,ie IRL,DM,25-015,70,2,1,2,0,0,1,3,33.3,2,2,0,2,0,2,5,0
Adam Lallana,10,eng ENG,DM,36-302,20,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
Lesley Ugochukwu,26,fr FRA,DM,20-347,82,3,0,1,2,0,2,3,66.7,1,0,0,0,1,4,1,0
Paul Onuachu,32,ng NGA,FW,30-284,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Manning,3,ie IRL,LB,28-267,82,2,1,2,0,0,2,3,66.7,1,3,2,1,4,6,9,0
Joe Aribo,7,ng NGA,DM,28-230,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-037,90,3,2,2,1,0,2,3,66.7,1,3,3,0,1,4,5,0
Jan Bednarek,35,pl POL,CB,28-330,18,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,2,0
Armel Bella Kotchap,37,de GER,CB,23-087,72,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,7,1
Kyle Walker-Peters,2,eng ENG,"RB,RW,LB",27-329,90,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,3,0
Aaron Ramsdale,30,eng ENG,GK,26-298,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
