Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,24-331,90,10,9,1,0,0,0,0,0,0,0,0,0,8,0,1
Anthony Gordon,10,eng ENG,LW,23-175,69,18,14,4,1,0,0,3,1,2,2,0,0,11,0,1
Harvey Barnes,11,eng ENG,LW,26-252,21,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jacob Murphy,23,eng ENG,RW,29-175,29,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Emil Krafth,17,se SWE,CB,30-015,61,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0
Joelinton,7,br BRA,LM,28-003,90,17,16,0,0,0,0,0,0,0,0,0,0,10,1,0
Bruno Guimarães,39,br BRA,CM,26-275,90,28,21,7,7,0,0,3,0,0,0,0,0,18,0,0
Sean Longstaff,36,eng ENG,RM,26-292,90,15,15,0,0,0,0,0,0,0,0,0,0,11,0,2
Lewis Hall,20,eng ENG,LB,19-344,69,30,22,8,2,0,0,5,5,1,1,0,0,17,0,1
Lloyd Kelly,25,eng ENG,LB,25-316,21,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Dan Burn,33,eng ENG,CB,32-100,90,18,17,1,1,0,1,0,0,0,0,0,0,13,0,0
Fabian Schär,5,ch SUI,CB,32-241,27,11,10,1,1,0,0,0,0,0,0,0,0,9,0,0
Valentino Livramento,21,eng ENG,RB,21-279,90,20,14,6,1,0,0,1,5,0,0,0,0,11,0,1
Nick Pope,22,eng ENG,GK,32-120,90,26,13,13,3,0,0,0,0,0,0,0,0,10,0,0
