Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,24-331,90,19,3,5,8,8,2,19,1,0,0.0,0,0.0,6,35,27,0,0,0,2,1,9,2
Anthony Gordon,10,eng ENG,LW,23-175,69,24,0,4,7,13,1,24,2,1,50.0,1,50.0,11,105,68,4,2,0,1,0,13,4
Harvey Barnes,11,eng ENG,LW,26-252,21,5,0,2,1,2,0,5,1,0,0.0,1,100.0,2,20,0,0,1,0,2,0,2,1
Jacob Murphy,23,eng ENG,RW,29-175,29,12,0,2,7,4,0,12,1,0,0.0,1,100.0,6,36,31,0,1,0,1,0,5,0
Emil Krafth,17,se SWE,CB,30-015,61,12,8,9,1,2,2,12,0,0,,0,,0,0,0,0,0,0,0,1,2,0
Joelinton,7,br BRA,LM,28-003,90,34,12,14,12,8,3,34,1,0,0.0,1,100.0,13,67,19,1,0,0,2,0,20,0
Bruno Guimarães,39,br BRA,CM,26-275,90,42,7,16,20,7,0,42,0,0,,0,,17,77,34,0,1,0,0,3,18,0
Sean Longstaff,36,eng ENG,RM,26-292,90,22,4,7,9,6,2,22,0,0,,0,,5,27,4,0,1,0,0,1,10,3
Lewis Hall,20,eng ENG,LB,19-344,69,38,5,15,13,10,1,38,1,0,0.0,1,100.0,13,92,59,2,0,1,1,1,15,1
Lloyd Kelly,25,eng ENG,LB,25-316,21,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Dan Burn,33,eng ENG,CB,32-100,90,30,9,23,7,1,0,30,0,0,,0,,11,50,23,0,0,0,1,0,10,0
Fabian Schär,5,ch SUI,CB,32-241,27,13,1,5,5,3,1,13,0,0,,0,,6,17,2,0,0,0,0,0,9,2
Valentino Livramento,21,eng ENG,RB,21-279,90,34,8,17,10,8,0,34,0,0,,0,,8,42,13,1,0,0,0,1,9,2
Nick Pope,22,eng ENG,GK,32-120,90,27,24,27,0,0,0,27,0,0,,0,,10,126,93,0,0,0,0,0,4,0
