Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alexander Isak,14,se SWE,FW,24-331,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,3,0
Anthony Gordon,10,eng ENG,LW,23-175,69,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harvey Barnes,11,eng ENG,LW,26-252,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jacob Murphy,23,eng ENG,RW,29-175,29,3,3,1,2,0,3,3,100.0,0,0,0,0,0,3,0,0
Emil Krafth,17,se SWE,CB,30-015,61,0,0,0,0,0,0,0,,0,2,2,0,0,0,6,0
Joelinton,7,br BRA,LM,28-003,90,1,1,0,1,0,0,1,0.0,1,4,2,2,1,2,6,0
Bruno Guimarães,39,br BRA,CM,26-275,90,6,4,4,1,1,1,1,100.0,0,4,1,3,1,7,3,0
Sean Longstaff,36,eng ENG,RM,26-292,90,3,3,1,2,0,1,2,50.0,1,2,0,2,0,3,1,0
Lewis Hall,20,eng ENG,LB,19-344,69,0,0,0,0,0,0,3,0.0,3,4,2,2,1,1,4,0
Lloyd Kelly,25,eng ENG,LB,25-316,21,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Dan Burn,33,eng ENG,CB,32-100,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,10,0
Fabian Schär,5,ch SUI,CB,32-241,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Valentino Livramento,21,eng ENG,RB,21-279,90,2,2,2,0,0,2,3,66.7,1,5,2,3,0,2,3,0
Nick Pope,22,eng ENG,GK,32-120,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
