Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Evan Ferguson,34,ie IRL,FW,20-164,45,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Edson Álvarez,19,mx MEX,DM,27-159,45,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0
Luis Guilherme,17,br BRA,AM,19-051,45,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Niclas Füllkrug,11,de GER,FW,32-051,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jarrod Bowen,20,eng ENG,"RW,AM",28-102,90,1,1,0,0,1,1,1,100.0,0,2,0,2,0,1,0,0
James Ward-Prowse,8,eng ENG,"CM,DM",30-151,76,2,1,0,1,1,0,0,,0,1,0,1,1,3,0,0
Tomáš Souček,28,cz CZE,DM,30-033,14,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Lucas Paquetá,10,br BRA,"AM,CM",27-217,90,6,2,3,3,0,2,4,50.0,2,0,0,0,3,9,1,0
Oliver Scarles,57,eng ENG,"WB,LB",19-110,76,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,3,0
Emerson Palmieri,33,it ITA,LB,30-241,14,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Aaron Wan-Bissaka,29,eng ENG,"RB,WB",27-126,90,7,5,2,4,1,3,3,100.0,0,2,0,2,2,9,6,0
Aaron Cresswell,3,eng ENG,CB,35-107,45,3,3,2,1,0,2,3,66.7,1,1,1,0,0,3,4,0
Carlos Soler,4,es ESP,LW,28-089,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Max Kilman,26,eng ENG,CB,27-313,90,2,2,1,1,0,1,1,100.0,0,0,0,0,2,4,4,0
Konstantinos Mavropanos,15,gr GRE,CB,27-111,90,2,1,2,0,0,1,1,100.0,0,0,0,0,3,5,3,0
Alphonse Areola,23,fr FRA,GK,32-033,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
