Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,25-193,65,19,17,1,0,0,0,0,0,0,0,0,0,13,1,2
Callum Wilson,9,eng ENG,FW,33-034,25,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Harvey Barnes,11,eng ENG,"LW,RW",27-114,89,31,30,1,0,1,0,2,1,0,0,0,0,27,0,1
Lewis Miley,67,eng ENG,RW,18-336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,23,eng ENG,RW,30-037,65,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
Joe Willock,28,eng ENG,LW,25-225,25,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Joelinton,7,br BRA,LM,28-231,90,42,41,1,1,0,1,0,0,0,0,0,0,34,0,0
Sandro Tonali,8,it ITA,CM,24-329,90,42,40,2,0,0,0,1,2,0,0,0,0,29,0,0
Bruno Guimarães,39,br BRA,RM,27-137,90,49,45,3,1,0,0,1,0,1,1,0,0,33,1,0
Valentino Livramento,21,eng ENG,LB,22-141,90,46,41,5,0,0,0,1,5,0,0,0,0,38,0,2
Dan Burn,33,eng ENG,CB,32-328,90,52,51,1,0,0,1,0,1,0,0,0,0,42,0,0
Fabian Schär,5,ch SUI,CB,33-103,90,45,43,2,2,0,0,0,0,0,0,0,0,33,0,1
Kieran Trippier,2,eng ENG,RB,34-195,88,60,40,20,4,0,0,3,13,3,1,0,1,45,0,1
Emil Krafth,17,se SWE,RB,30-243,2,5,3,2,0,0,0,0,2,0,0,0,0,1,0,0
Nick Pope,22,eng ENG,GK,32-348,90,24,18,6,4,0,0,0,0,0,0,0,0,17,0,0
