Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Anthony Gordon,10,eng ENG,FW,23-217,90,29,1,4,9,17,3,28,3,1,33.3,0,0.0,20,108,60,2,1,1,1,3,20,4
Harvey Barnes,11,eng ENG,LW,26-294,75,21,0,1,9,11,4,21,0,0,,0,,18,70,25,1,0,1,1,0,18,4
Joe Willock,28,eng ENG,LW,25-039,15,4,0,1,1,2,0,4,0,0,,0,,3,5,1,0,0,0,1,0,4,0
Jacob Murphy,23,eng ENG,RW,29-217,90,28,0,2,9,18,2,28,2,2,100.0,0,0.0,21,204,154,4,3,1,0,1,24,6
Joelinton,7,br BRA,LM,28-045,90,46,8,16,20,10,4,46,0,0,,0,,23,84,16,0,0,0,3,5,28,5
Bruno Guimarães,39,br BRA,CM,26-317,90,57,2,13,28,16,0,57,4,4,100.0,0,0.0,42,238,80,1,1,0,1,4,44,2
Sandro Tonali,8,it ITA,RM,24-143,76,28,3,4,14,10,2,28,2,0,0.0,2,100.0,19,138,29,0,0,0,2,0,18,2
Sean Longstaff,36,eng ENG,RM,26-334,14,7,2,5,1,1,1,7,0,0,,0,,2,3,1,0,0,0,0,0,4,1
Lewis Hall,20,eng ENG,LB,20-020,90,53,7,27,21,7,1,53,1,1,100.0,0,0.0,27,119,55,2,0,1,0,0,26,2
Dan Burn,33,eng ENG,CB,32-142,90,32,8,14,14,4,2,32,0,0,,0,,13,59,6,0,0,0,0,0,15,0
Fabian Schär,5,ch SUI,CB,32-283,90,58,12,41,13,5,2,58,0,0,,0,,33,138,79,0,0,0,0,0,36,0
Kieran Trippier,2,eng ENG,RB,34-009,77,61,4,17,24,20,3,61,0,0,,0,,33,137,73,4,0,3,0,0,34,4
Valentino Livramento,21,eng ENG,RB,21-321,13,10,3,5,4,1,0,10,0,0,,0,,3,21,0,0,0,0,0,0,5,0
Nick Pope,22,eng ENG,GK,32-162,90,29,27,29,0,0,0,29,0,0,,0,,14,84,63,0,0,0,0,0,8,0
