Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Michail Antonio,9,jm JAM,FW,34-226,66,28,1,3,10,16,3,28,2,0,0.0,1,50.0,19,134,76,3,1,0,4,2,19,4
Danny Ings,18,eng ENG,FW,32-109,24,13,0,0,4,9,4,13,1,1,100.0,0,0.0,9,74,30,2,0,2,1,0,11,5
Crysencio Summerville,7,nl NED,LM,23-010,82,39,1,4,18,18,2,39,5,1,20.0,2,40.0,19,119,65,2,2,2,1,1,22,4
Luis Guilherme,17,br BRA,LM,18-274,8,6,0,1,1,4,1,6,2,0,0.0,1,50.0,3,23,3,0,0,0,0,0,4,1
Lucas Paquetá,10,br BRA,CM,27-074,90,82,2,18,45,20,2,82,2,1,50.0,1,50.0,44,134,71,2,0,0,2,2,52,2
Tomáš Souček,28,cz CZE,"CM,DM",29-256,90,56,3,14,34,8,1,56,0,0,,0,,34,60,24,0,1,0,1,0,41,0
Jarrod Bowen,20,eng ENG,RM,27-325,90,49,2,6,15,29,6,49,10,4,40.0,5,50.0,29,179,82,4,2,1,2,0,26,7
Guido Rodríguez,24,ar ARG,DM,30-211,66,48,2,12,32,4,0,48,0,0,,0,,25,54,27,0,0,0,0,0,29,0
Carlos Soler,4,es ESP,CM,27-312,24,13,0,2,9,3,0,13,0,0,,0,,6,30,18,1,1,0,0,0,9,0
Emerson Palmieri,33,it ITA,LB,30-098,90,70,5,18,29,23,0,70,0,0,,0,,24,96,43,1,1,0,2,1,30,5
Max Kilman,26,eng ENG,CB,27-170,90,61,12,31,27,3,0,61,0,0,,0,,31,148,76,1,2,0,0,0,35,0
Jean-Clair Todibo,25,fr FRA,CB,24-315,90,62,9,30,32,0,0,62,1,0,0.0,1,100.0,37,124,89,0,0,0,0,1,42,0
Aaron Wan-Bissaka,29,eng ENG,RB,26-349,66,53,8,21,24,8,0,53,0,0,,0,,23,92,46,0,1,0,0,0,29,2
Vladimír Coufal,5,cz CZE,RB,32-079,24,19,0,4,7,8,0,19,1,0,0.0,1,100.0,10,48,16,1,0,0,1,1,10,2
Łukasz Fabiański,1,pl POL,GK,39-205,90,30,25,30,0,0,0,30,0,0,,0,,18,92,81,0,0,0,0,0,11,0
