Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Łukasz Fabiański,pl POL,39-205,90,4,0,4,100.0,0.5,5,14,35.7,22,7,36.4,35.2,7,85.7,56.3,22,2,9.1,0,8.5
