Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Beto,14,gw GNB,FW,27-022,90,0,0,0,1,2,1,0,0,1,0,0,0,0,5,11,31.3
Jack Harrison,11,eng ENG,LW,28-094,90,0,0,0,1,0,0,10,0,0,0,0,0,2,0,3,0.0
Jesper Lindstrøm,29,dk DEN,RW,24-359,53,0,0,0,2,0,0,2,1,0,0,0,0,3,1,0,100.0
Ashley Young,18,eng ENG,RW,39-228,37,1,0,0,0,2,0,3,1,1,0,0,0,1,1,0,100.0
Abdoulaye Doucouré,16,ml MLI,AM,32-052,80,0,0,0,2,0,0,1,0,0,0,0,0,7,2,0,100.0
Carlos Alcaraz,24,ar ARG,AM,22-084,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Idrissa Gana Gueye,27,sn SEN,DM,35-149,90,1,0,0,1,0,0,0,2,9,0,0,0,8,0,0,
James Garner,37,eng ENG,DM,23-346,80,1,0,0,1,2,0,2,1,2,0,0,0,2,1,0,100.0
Tim Iroegbunam,42,eng ENG,DM,21-237,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Vitaliy Mykolenko,19,ua UKR,LB,25-269,90,0,0,0,1,1,0,1,1,1,0,0,0,3,0,1,0.0
Jarrad Branthwaite,32,eng ENG,CB,22-240,90,0,0,0,0,0,0,0,1,2,0,0,0,4,4,1,80.0
James Tarkowski,6,eng ENG,CB,32-095,90,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,100.0
Jake O'Brien,15,ie IRL,RB,23-283,90,1,0,0,1,0,0,4,1,0,0,0,0,8,5,3,62.5
Jordan Pickford,1,eng ENG,GK,30-352,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
