Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-185,75,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0
Christopher Nkunku,18,fr FRA,FW,27-038,15,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jadon Sancho,19,eng ENG,LW,24-272,90,39,38,1,0,0,0,3,1,0,0,0,0,31,0,1
Pedro Neto,7,pt POR,RW,24-288,75,29,27,2,1,0,0,3,1,0,0,0,0,23,0,1
Noni Madueke,11,eng ENG,RW,22-287,15,8,7,1,0,0,1,1,1,0,0,0,0,6,0,0
Cole Palmer,20,eng ENG,AM,22-230,90,33,26,7,2,0,0,7,1,3,3,0,0,22,0,3
Enzo Fernández,8,ar ARG,DM,23-340,90,100,92,8,6,0,2,2,0,2,1,0,0,91,0,1
Moisés Caicedo,25,ec ECU,DM,23-050,90,86,84,2,2,1,1,1,0,0,0,0,0,79,0,0
Malo Gusto,27,fr FRA,LB,21-217,90,70,57,13,3,0,0,1,10,0,0,0,0,63,0,0
Levi Colwill,6,eng ENG,CB,21-300,90,90,87,3,1,0,1,0,2,0,0,0,0,81,0,0
Tosin Adarabioyo,4,eng ENG,CB,27-089,90,119,117,2,1,0,1,0,1,0,0,0,0,109,0,0
Axel Disasi,2,fr FRA,RB,26-286,90,71,65,6,3,0,1,0,3,0,0,0,0,66,0,0
Robert Sánchez,1,es ESP,GK,27-034,90,24,20,3,2,0,0,0,0,0,0,0,0,20,1,0
