Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,33-349,90,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0
Georginio Rutter,14,fr FRA,FW,22-203,65,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,
Brajan Gruda,8,de GER,RM,20-162,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kaoru Mitoma,22,jp JPN,LM,27-173,89,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,
Jakub Moder,15,pl POL,LM,25-216,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Yasin Ayari,26,se SWE,CM,21-034,45,1,0,0,1,0,1,1,0,1,0,0,0,3,0,1,0.0
Carlos Baleba,20,cm CMR,CM,20-311,45,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,
Jack Hinshelwood,41,eng ENG,CM,19-212,56,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0
Matt O'Riley,33,dk DEN,CM,23-354,34,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,
Simon Adingra,11,ci CIV,RM,22-313,64,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,
João Pedro,9,br BRA,FW,23-044,26,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,100.0
Pervis Estupiñán,30,ec ECU,LB,26-293,90,0,0,0,1,1,1,3,2,2,0,0,0,4,0,1,0.0
Igor,3,br BRA,CB,26-276,90,1,0,0,1,1,0,0,1,0,0,0,0,4,2,0,100.0
Jan Paul van Hecke,29,nl NED,CB,24-154,90,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,100.0
Joël Veltman,34,nl NED,RB,32-299,90,0,0,0,0,3,0,1,1,0,0,0,0,5,0,0,
Bart Verbruggen,1,nl NED,GK,22-083,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
