Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Marshall Munetsi,5,zw ZIM,"CM,FW",28-245,90,26,26,0,0,1,0,0,0,0,0,0,0,18,0,0
Matheus Cunha,10,br BRA,"AM,FW",25-271,88,45,35,9,2,1,0,8,0,6,2,4,0,29,1,1
Tommy Doyle,20,eng ENG,AM,23-128,2,7,6,1,0,0,0,0,0,1,0,0,0,6,0,0
Jean-Ricner Bellegarde,27,fr FRA,"AM,CM",26-240,79,39,38,1,1,1,0,2,0,0,0,0,0,30,0,2
Pablo Sarabia,21,es ESP,AM,32-287,11,14,14,0,0,0,0,1,0,0,0,0,0,12,0,1
João Gomes,8,br BRA,CM,24-010,45,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Jørgen Strand Larsen,9,no NOR,FW,25-016,45,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
André,7,br BRA,CM,23-221,90,52,51,1,1,0,0,0,0,0,0,0,0,46,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-261,79,38,31,7,1,0,0,3,6,0,0,0,0,28,0,1
Pedro Lima,37,br BRA,WB,18-236,11,9,8,1,0,0,0,0,1,0,0,0,0,7,0,1
Nélson Semedo,22,pt POR,WB,31-098,90,38,30,8,0,0,0,1,8,0,0,0,0,28,0,1
Toti Gomes,24,pt POR,CB,26-037,90,65,61,4,4,0,0,0,0,0,0,0,0,54,0,0
Santiago Bueno,4,uy URU,CB,26-105,72,38,37,1,0,0,0,0,0,0,0,0,0,36,0,0
Nasser Djiga,34,bf BFA,CB,22-099,18,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Matt Doherty,2,ie IRL,CB,33-037,90,43,35,8,7,0,1,1,1,0,0,0,0,31,0,0
José Sá,1,pt POR,GK,32-036,90,45,32,13,1,0,0,0,0,0,0,0,0,29,0,0
