Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alexander Isak,14,se SWE,"FW,LW",25-074,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,1
Anthony Gordon,10,eng ENG,LW,23-284,86,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Callum Wilson,9,eng ENG,FW,32-281,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jacob Murphy,23,eng ENG,RW,29-284,73,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Harvey Barnes,11,eng ENG,RW,26-361,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joelinton,7,br BRA,LM,28-112,86,1,0,0,1,0,0,0,,0,1,0,1,1,2,0,0
Joe Willock,28,eng ENG,LM,25-106,4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Bruno Guimarães,39,br BRA,CM,27-018,90,4,3,2,2,0,2,3,66.7,1,0,0,0,0,4,0,0
Sandro Tonali,8,it ITA,RM,24-210,86,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,1,0
Sean Longstaff,36,eng ENG,RM,27-035,4,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Lewis Hall,20,eng ENG,LB,20-087,90,1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,5,0
Dan Burn,33,eng ENG,CB,32-209,90,1,1,0,1,0,1,2,50.0,1,3,2,1,0,1,4,0
Fabian Schär,5,ch SUI,CB,32-350,90,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,1,0
Valentino Livramento,21,eng ENG,RB,22-022,90,2,2,1,1,0,2,3,66.7,1,1,1,0,0,2,5,0
Nick Pope,22,eng ENG,GK,32-229,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
