Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Armando Broja,22,al ALB,FW,23-214,63,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Beto,14,gw GNB,FW,27-071,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Iliman Ndiaye,10,sn SEN,LW,25-037,66,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Carlos Alcaraz,24,ar ARG,LW,22-133,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jack Harrison,11,eng ENG,RW,28-143,89,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0
Dwight McNeil,7,eng ENG,RW,25-141,1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Abdoulaye Doucouré,16,ml MLI,AM,32-101,90,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
James Garner,37,eng ENG,DM,24-030,90,3,3,2,1,0,2,2,100.0,0,0,0,0,0,3,4,0
Idrissa Gana Gueye,27,sn SEN,DM,35-198,90,1,1,0,1,0,0,0,,0,2,1,1,0,1,2,0
Vitaliy Mykolenko,19,ua UKR,LB,25-318,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Jarrad Branthwaite,32,eng ENG,CB,22-289,90,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,6,0
James Tarkowski,6,eng ENG,CB,32-144,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,8,0
Jake O'Brien,15,ie IRL,RB,23-332,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
Jordan Pickford,1,eng ENG,GK,31-036,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
