Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-036,90,37,0,1,15,21,9,37,2,1,50.0,1,50.0,24,118,59,2,0,2,2,2,23,7
Harvey Barnes,11,eng ENG,LW,26-323,67,20,0,4,6,10,1,20,3,2,66.7,1,33.3,17,118,37,0,0,0,2,1,21,6
Joe Willock,28,eng ENG,LW,25-068,23,14,0,2,6,6,3,14,1,0,0.0,1,100.0,12,52,25,1,0,1,0,0,12,4
Miguel Almirón,24,py PAR,RW,30-260,67,18,0,1,10,7,2,18,0,0,,0,,12,56,21,0,0,0,0,0,13,4
Jacob Murphy,23,eng ENG,RW,29-246,23,14,0,1,4,9,1,14,0,0,,0,,11,62,38,1,0,0,0,1,12,4
Joelinton,7,br BRA,LM,28-074,88,44,0,11,27,7,0,44,3,1,33.3,1,33.3,28,117,50,1,1,0,1,1,35,3
William Osula,18,dk DEN,LM,21-084,2,1,0,0,0,1,1,1,0,0,,0,,0,0,0,0,0,0,0,0,1,1
Bruno Guimarães,39,br BRA,CM,26-346,90,71,4,20,35,16,1,71,2,1,50.0,0,0.0,54,320,131,1,2,0,4,1,57,1
Sandro Tonali,8,it ITA,RM,24-172,67,26,2,6,17,3,1,26,1,1,100.0,0,0.0,14,43,6,0,0,0,3,0,15,2
Sean Longstaff,36,eng ENG,RM,26-363,23,17,1,2,10,6,1,17,0,0,,0,,13,57,31,0,1,0,1,1,13,2
Lewis Hall,20,eng ENG,LB,20-049,88,75,4,32,30,14,1,75,0,0,,0,,32,118,39,0,0,0,2,1,35,2
Lloyd Kelly,25,eng ENG,LB,26-021,2,4,0,1,3,0,0,4,0,0,,0,,3,6,1,0,0,0,0,0,3,0
Dan Burn,33,eng ENG,CB,32-171,90,74,20,49,20,5,1,74,0,0,,0,,46,188,60,0,0,0,0,0,64,0
Fabian Schär,5,ch SUI,CB,32-312,90,70,14,48,19,3,1,70,0,0,,0,,48,154,68,0,0,0,1,0,49,0
Valentino Livramento,21,eng ENG,RB,21-350,90,53,4,27,20,8,0,53,1,0,0.0,0,0.0,35,176,111,1,2,0,0,0,34,1
Nick Pope,22,eng ENG,GK,32-191,90,43,35,42,1,0,0,43,0,0,,0,,23,148,112,0,0,0,0,0,13,0
