Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Enes Ünal,26,tr TUR,FW,27-169,63,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1
Evanilson,9,br BRA,FW,25-020,27,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0
Antoine Semenyo,24,gh GHA,LW,24-293,90,28,25,1,0,0,0,3,1,0,0,0,0,18,2,2
Dango Ouattara,11,bf BFA,"RW,LB",22-258,90,15,11,4,0,0,0,2,4,0,0,0,0,8,0,1
Justin Kluivert,19,nl NED,AM,25-174,63,12,11,1,0,0,1,2,0,0,0,0,0,9,0,0
Marcus Tavernier,16,eng ENG,AM,25-218,27,13,8,5,3,0,0,3,0,1,1,0,0,9,0,1
Lewis Cook,4,eng ENG,DM,27-266,90,52,47,5,2,0,0,4,0,3,3,0,0,44,0,0
Ryan Christie,10,sct SCO,DM,29-247,80,46,41,5,2,0,0,3,0,3,1,1,0,39,0,1
Tyler Adams,12,us USA,DM,25-255,10,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Milos Kerkez,3,hu HUN,LB,20-354,80,23,23,0,0,0,0,2,0,0,0,0,0,21,0,0
David Brooks,7,wls WAL,RW,27-110,10,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Marcos Senesi,5,ar ARG,CB,27-169,90,68,62,3,2,0,1,0,1,0,0,0,0,52,3,0
Illia Zabarnyi,27,ua UKR,CB,22-055,90,35,34,1,1,0,0,0,0,0,0,0,0,30,0,0
Julian Araujo,22,mx MEX,RB,23-074,29,8,7,1,1,0,0,0,0,0,0,0,0,8,0,0
Adam Smith,15,eng ENG,RB,33-180,61,20,19,1,0,0,0,0,1,0,0,0,0,16,0,0
Mark Travers,42,ie IRL,GK,25-161,90,23,12,11,1,0,0,0,0,0,0,0,0,18,0,0
