Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Enes Ünal,26,tr TUR,FW,27-169,63,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Evanilson,9,br BRA,FW,25-020,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Antoine Semenyo,24,gh GHA,LW,24-293,90,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
Dango Ouattara,11,bf BFA,"RW,LB",22-258,90,1,1,0,1,0,1,2,50.0,1,1,1,0,1,2,5,0
Justin Kluivert,19,nl NED,AM,25-174,63,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
Marcus Tavernier,16,eng ENG,AM,25-218,27,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Lewis Cook,4,eng ENG,DM,27-266,90,2,2,0,2,0,0,0,,0,3,2,1,1,3,1,0
Ryan Christie,10,sct SCO,DM,29-247,80,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0
Tyler Adams,12,us USA,DM,25-255,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Milos Kerkez,3,hu HUN,LB,20-354,80,1,1,0,1,0,0,0,,0,1,0,1,3,4,1,0
David Brooks,7,wls WAL,RW,27-110,10,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Marcos Senesi,5,ar ARG,CB,27-169,90,3,2,1,2,0,1,2,50.0,1,1,0,1,1,4,2,0
Illia Zabarnyi,27,ua UKR,CB,22-055,90,2,0,1,1,0,0,0,,0,4,2,2,2,4,3,0
Julian Araujo,22,mx MEX,RB,23-074,29,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0
Adam Smith,15,eng ENG,RB,33-180,61,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Mark Travers,42,ie IRL,GK,25-161,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
