Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Beto,14,gw GNB,FW,27-043,78,0,0,0,2,1,1,0,1,0,0,0,0,1,4,9,30.8
Armando Broja,22,al ALB,FW,23-186,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
Carlos Alcaraz,24,ar ARG,"LW,LM,AM",22-105,90,0,0,0,4,2,0,6,1,2,0,0,0,4,3,0,100.0
Jack Harrison,11,eng ENG,"RW,LW",28-115,78,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,0.0
Youssef Chermiti,17,pt POR,FW,20-295,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
Abdoulaye Doucouré,16,ml MLI,AM,32-073,67,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,66.7
Jesper Lindstrøm,29,dk DEN,"RM,RW",25-014,23,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
James Garner,37,eng ENG,DM,24-002,78,0,0,0,0,0,0,4,2,1,0,0,0,5,1,2,33.3
Tim Iroegbunam,42,eng ENG,CM,21-258,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
Idrissa Gana Gueye,27,sn SEN,"DM,CM",35-170,90,0,0,0,1,0,0,0,2,1,0,0,0,3,1,0,100.0
Vitaliy Mykolenko,19,ua UKR,LB,25-290,90,0,0,0,0,2,0,6,2,0,0,0,0,2,3,3,50.0
Jarrad Branthwaite,32,eng ENG,CB,22-261,90,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,66.7
James Tarkowski,6,eng ENG,CB,32-116,90,0,0,0,1,1,0,0,0,2,0,0,0,3,2,1,66.7
Jake O'Brien,15,ie IRL,RB,23-304,90,0,0,0,2,0,0,7,0,1,0,0,0,3,1,4,20.0
Jordan Pickford,1,eng ENG,GK,31-008,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
