Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jáder Durán,9,co COL,FW,21-008,79,28,2,7,13,9,5,28,1,0,0.0,0,0.0,9,42,32,2,0,1,1,0,14,2
Ollie Watkins,11,eng ENG,FW,28-357,11,1,0,0,0,1,1,1,0,0,,0,,1,2,1,0,0,0,0,0,1,1
Morgan Rogers,27,eng ENG,LW,22-148,89,49,1,14,22,16,5,49,8,5,62.5,2,25.0,25,235,165,5,3,0,1,1,40,4
Emi Buendía,10,ar ARG,LW,27-362,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
John McGinn,7,sct SCO,RW,30-064,90,26,0,4,14,8,1,26,1,0,0.0,1,100.0,15,131,78,4,1,1,1,0,20,3
Youri Tielemans,8,be BEL,AM,27-228,90,45,1,8,30,7,0,45,0,0,,0,,19,86,45,1,0,0,2,0,35,2
Amadou Onana,24,be BEL,DM,23-127,90,57,4,15,37,5,1,57,0,0,,0,,24,112,41,0,0,0,1,1,45,2
Boubacar Kamara,44,fr FRA,DM,25-028,90,66,2,15,46,5,0,66,1,1,100.0,0,0.0,30,122,46,0,1,0,0,0,51,1
Lucas Digne,12,fr FRA,LB,31-154,90,57,4,24,13,20,1,57,0,0,,0,,19,104,47,1,1,0,2,0,31,4
Pau Torres,14,es ESP,CB,27-340,90,74,20,53,21,1,1,74,0,0,,0,,37,220,116,0,0,0,0,0,58,0
Ezri Konsa,4,eng ENG,CB,27-059,90,51,8,30,21,0,0,51,0,0,,0,,29,150,51,0,0,0,0,0,39,0
Matty Cash,2,pl POL,RB,27-136,90,36,4,19,11,7,1,36,0,0,,0,,13,94,70,1,1,0,0,1,18,1
Emiliano Martínez,23,ar ARG,GK,32-110,90,43,39,43,0,0,0,43,0,0,,0,,26,100,56,0,0,0,0,0,30,0
