Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-294,74,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
Jáder Durán,9,co COL,FW,20-311,16,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Jacob Ramsey,41,eng ENG,LW,23-144,82,27,27,0,0,1,0,1,0,0,0,0,0,21,0,1
Emi Buendía,10,ar ARG,"AM,RW",27-299,8,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Leon Bailey,31,jm JAM,RW,27-071,60,17,15,2,0,1,0,3,0,2,2,0,0,13,0,0
Jaden Philogene Bidace,19,eng ENG,RW,22-254,29,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Morgan Rogers,27,eng ENG,AM,22-085,82,24,22,2,0,1,0,0,0,0,0,0,0,19,0,2
John McGinn,7,sct SCO,LW,30-001,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Youri Tielemans,8,be BEL,DM,27-165,90,80,68,10,1,2,1,10,0,9,9,0,0,65,2,0
Amadou Onana,24,be BEL,DM,23-064,74,33,33,0,0,0,0,0,0,0,0,0,0,31,0,1
Ross Barkley,6,eng ENG,DM,30-319,16,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0
Lucas Digne,12,fr FRA,LB,31-091,90,37,33,4,2,0,0,4,2,0,0,0,0,29,0,0
Pau Torres,14,es ESP,CB,27-277,90,49,45,4,2,0,0,0,0,0,0,0,0,43,0,0
Diego Carlos,3,br BRA,CB,31-218,90,51,47,4,1,0,0,0,0,0,0,0,0,48,0,0
Matty Cash,2,pl POL,RB,27-073,90,50,37,13,2,0,0,1,11,0,0,0,0,41,0,0
Emiliano Martínez,23,ar ARG,GK,32-047,90,33,29,4,2,0,0,0,0,0,0,0,0,29,0,0
