Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-294,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jáder Durán,9,co COL,FW,20-311,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jacob Ramsey,41,eng ENG,LW,23-144,82,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Emi Buendía,10,ar ARG,"AM,RW",27-299,8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Leon Bailey,31,jm JAM,RW,27-071,60,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Jaden Philogene Bidace,19,eng ENG,RW,22-254,29,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Morgan Rogers,27,eng ENG,AM,22-085,82,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0
John McGinn,7,sct SCO,LW,30-001,8,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Youri Tielemans,8,be BEL,DM,27-165,90,2,1,1,1,0,0,0,,0,1,0,1,1,3,3,0
Amadou Onana,24,be BEL,DM,23-064,74,2,1,2,0,0,1,2,50.0,1,1,0,1,3,5,0,0
Ross Barkley,6,eng ENG,DM,30-319,16,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,0,0
Lucas Digne,12,fr FRA,LB,31-091,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0
Pau Torres,14,es ESP,CB,27-277,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,0
Diego Carlos,3,br BRA,CB,31-218,90,1,0,0,1,0,0,0,,0,0,0,0,2,3,4,0
Matty Cash,2,pl POL,RB,27-073,90,1,0,1,0,0,0,0,,0,1,0,1,1,2,7,0
Emiliano Martínez,23,ar ARG,GK,32-047,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
