Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Tyler Dibling,33,eng ENG,"FW,RW",18-202,75,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
Cameron Archer,19,eng ENG,RW,23-071,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Fraser,24,sct SCO,LW,30-219,45,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Joe Aribo,7,ng NGA,"LM,LW",28-071,45,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Maxwel Cornet,22,ci CIV,RW,28-003,45,3,3,1,2,0,0,3,0.0,3,0,0,0,0,3,1,0
Ben Brereton,17,cl CHI,"LW,RW",25-165,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mateus Fernandes,18,pt POR,AM,20-082,69,4,3,1,3,0,0,2,0.0,2,0,0,0,0,4,1,0
Adam Lallana,10,eng ENG,RM,36-143,21,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Lesley Ugochukwu,26,fr FRA,DM,20-188,45,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Ross Stewart,11,sct SCO,"FW,DM",28-081,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Flynn Downes,4,eng ENG,"DM,CM",25-254,90,1,0,1,0,0,0,2,0.0,2,2,0,2,2,3,0,0
Charlie Taylor,21,eng ENG,LB,31-012,90,2,1,1,1,0,1,1,100.0,0,3,3,0,2,4,5,1
Jan Bednarek,35,pl POL,CB,28-171,90,3,1,2,1,0,1,1,100.0,0,2,2,0,1,4,4,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-244,90,0,0,0,0,0,0,0,,0,4,0,4,2,2,2,0
Yukinari Sugawara,16,jp JPN,RB,24-094,90,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,3,0
Aaron Ramsdale,30,eng ENG,GK,26-139,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
