Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Patson Daka,20,zm ZAM,FW,26-078,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Stephy Mavididi,10,eng ENG,LW,26-209,86,2,1,2,0,0,1,2,50.0,1,3,0,3,2,4,3,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-328,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Ayew,18,gh GHA,"RW,AM",33-106,90,2,1,2,0,0,0,0,,0,1,0,1,2,4,5,0
Bilal El Khannouss,11,ma MAR,AM,20-230,63,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,2,0
Facundo Buonanotte,40,ar ARG,"AM,RW",20-003,27,1,1,1,0,0,0,2,0.0,2,1,1,0,0,1,0,0
Boubakary Soumaré,24,fr FRA,DM,25-303,90,1,0,1,0,0,0,0,,0,1,1,0,3,4,1,0
Harry Winks,8,eng ENG,DM,28-328,64,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0
Oliver Skipp,22,eng ENG,DM,24-101,26,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-010,90,0,0,0,0,0,0,0,,0,2,2,0,2,2,4,0
Jannik Vestergaard,23,dk DEN,CB,32-145,90,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,9,0
Conor Coady,4,eng ENG,CB,31-305,89,1,0,0,1,0,0,0,,0,1,1,0,0,1,9,0
Caleb Okoli,5,it ITA,CB,23-166,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Justin,2,eng ENG,RB,26-307,90,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,9,0
Jakub Stolarczyk,41,pl POL,GK,24-007,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0
