Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-296,90,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,40.0
Stephy Mavididi,10,eng ENG,LW,26-155,70,1,0,0,2,1,0,2,0,1,0,0,0,2,1,0,100.0
Kasey McAteer,35,ie IRL,"LW,WB",22-346,20,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3,0.0
Abdul Fatawu Issahaku,7,gh GHA,"RW,WB",20-239,90,0,0,0,2,1,0,7,1,1,0,0,0,5,3,5,37.5
Facundo Buonanotte,40,ar ARG,AM,19-315,90,1,0,0,1,1,0,4,0,0,0,0,0,3,1,0,100.0
Harry Winks,8,eng ENG,"DM,CM",28-274,90,0,0,0,0,2,0,2,0,1,0,0,0,7,2,0,100.0
Wilfred Ndidi,6,ng NGA,DM,27-322,70,0,0,0,3,1,0,0,1,0,0,0,0,4,0,4,0.0
Boubakary Soumaré,24,fr FRA,"DM,CB",25-249,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Victor Bernth Kristiansen,16,dk DEN,LB,21-322,85,0,0,0,0,0,0,2,1,5,0,0,0,2,1,0,100.0
Jordan Ayew,18,gh GHA,FW,33-052,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
Jannik Vestergaard,23,dk DEN,CB,32-091,90,0,0,0,0,1,0,0,1,0,0,0,0,3,4,3,57.1
Wout Faes,3,be BEL,CB,26-213,90,0,0,0,0,1,0,0,0,2,0,0,0,3,1,1,50.0
Ricardo Pereira,21,pt POR,RB,31-027,79,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,
Bilal El Khannouss,11,ma MAR,"CM,RB",20-176,11,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,100.0
Mads Hermansen,30,dk DEN,GK,24-114,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
