Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-296,90,13,13,0,0,1,0,0,0,0,0,0,0,9,0,0
Stephy Mavididi,10,eng ENG,LW,26-155,70,21,21,0,0,0,0,2,0,0,0,0,0,16,0,1
Kasey McAteer,35,ie IRL,"LW,WB",22-346,20,15,14,1,0,0,0,1,1,0,0,0,0,13,0,0
Abdul Fatawu Issahaku,7,gh GHA,"RW,WB",20-239,90,31,30,1,0,0,1,7,1,0,0,0,0,18,0,5
Facundo Buonanotte,40,ar ARG,AM,19-315,90,35,31,4,0,0,1,4,1,3,2,0,0,29,0,0
Harry Winks,8,eng ENG,"DM,CM",28-274,90,55,49,6,3,0,1,2,0,1,1,0,0,46,0,1
Wilfred Ndidi,6,ng NGA,DM,27-322,70,25,24,1,0,1,0,0,1,0,0,0,0,21,0,0
Boubakary Soumaré,24,fr FRA,"DM,CB",25-249,20,14,13,1,0,0,0,0,1,0,0,0,0,12,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-322,85,44,37,7,0,0,0,2,7,0,0,0,0,34,0,0
Jordan Ayew,18,gh GHA,FW,33-052,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jannik Vestergaard,23,dk DEN,CB,32-091,90,77,73,4,1,0,0,0,0,0,0,0,0,70,0,0
Wout Faes,3,be BEL,CB,26-213,90,54,52,2,2,0,0,0,0,0,0,0,0,47,0,0
Ricardo Pereira,21,pt POR,RB,31-027,79,40,34,6,1,0,0,1,5,0,0,0,0,33,0,1
Bilal El Khannouss,11,ma MAR,"CM,RB",20-176,11,8,6,2,0,0,0,2,0,2,2,0,0,4,0,0
Mads Hermansen,30,dk DEN,GK,24-114,90,42,31,11,4,0,0,0,0,0,0,0,0,19,0,0
