Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-176,90,32,1,2,21,9,2,32,1,0,0.0,1,100.0,22,71,4,0,0,0,5,3,26,3
Wilson Odobert,28,fr FRA,"RW,LW",20-101,90,42,0,2,23,17,3,42,2,1,50.0,1,50.0,32,213,108,6,0,4,3,4,34,7
Brennan Johnson,22,wls WAL,RW,23-290,45,24,1,4,11,9,4,24,2,0,0.0,2,100.0,15,75,38,1,2,2,0,3,20,3
Son Heung-min,7,kr KOR,LW,32-244,45,23,0,5,5,13,3,22,4,1,25.0,2,50.0,20,131,47,1,2,1,0,1,20,4
Pape Matar Sarr,29,sn SEN,"LM,RM",22-176,90,68,1,10,41,18,2,68,4,1,25.0,3,75.0,42,274,138,4,3,0,1,0,45,2
Yves Bissouma,8,ml MLI,CM,28-191,45,50,1,18,26,6,1,50,0,0,,0,,38,161,61,0,0,0,2,1,42,0
Lucas Bergvall,15,se SWE,"CM,RM",19-035,45,44,2,9,26,10,1,44,3,2,66.7,1,33.3,25,162,100,2,1,0,0,1,25,2
Rodrigo Bentancur,30,uy URU,"RM,CM",27-257,60,47,2,9,29,10,0,47,0,0,,0,,26,169,75,2,3,0,1,0,33,2
James Maddison,10,eng ENG,LM,28-106,30,27,0,4,15,8,2,27,2,1,50.0,1,50.0,21,73,26,1,2,1,0,0,20,2
Djed Spence,24,eng ENG,"LB,RB",24-212,90,78,5,26,41,14,1,78,0,0,,0,,46,307,176,4,3,1,4,2,43,2
Kevin Danso,4,at AUT,CB,26-171,90,58,8,31,24,3,2,58,1,1,100.0,0,0.0,29,84,50,0,0,0,2,0,32,0
Cristian Romero,17,ar ARG,CB,26-316,60,53,6,24,27,3,2,53,0,0,,0,,29,93,36,0,0,0,0,0,36,0
Micky van de Ven,37,nl NED,CB,23-324,30,26,6,13,14,0,0,26,1,0,0.0,1,100.0,21,118,58,0,0,0,0,0,21,0
Pedro Porro,23,es ESP,RB,25-177,86,79,5,26,32,21,1,79,2,0,0.0,2,100.0,38,127,49,3,0,1,1,0,41,3
Destiny Udogie,13,it ITA,LB,22-101,4,12,0,5,6,1,0,12,0,0,,0,,4,15,12,1,0,0,0,0,5,1
Guglielmo Vicario,1,it ITA,GK,28-153,90,46,33,46,0,0,0,46,0,0,,0,,31,107,75,0,0,0,0,0,28,0
