Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-176,90,21,21,0,0,0,0,0,0,0,0,0,0,16,0,2
Wilson Odobert,28,fr FRA,"RW,LW",20-101,90,30,30,0,0,0,1,4,0,0,0,0,0,22,0,2
Brennan Johnson,22,wls WAL,RW,23-290,45,19,19,0,0,0,0,0,0,0,0,0,0,16,0,1
Son Heung-min,7,kr KOR,LW,32-244,45,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
Pape Matar Sarr,29,sn SEN,"LM,RM",22-176,90,56,53,3,0,0,0,2,3,0,0,0,0,50,0,1
Yves Bissouma,8,ml MLI,CM,28-191,45,43,42,1,1,0,0,0,0,0,0,0,0,40,0,0
Lucas Bergvall,15,se SWE,"CM,RM",19-035,45,38,33,5,4,0,1,1,1,0,0,0,0,34,0,1
Rodrigo Bentancur,30,uy URU,"RM,CM",27-257,60,38,35,3,1,0,0,0,0,0,0,0,0,31,0,0
James Maddison,10,eng ENG,LM,28-106,30,23,21,2,0,1,0,0,1,0,0,0,0,17,0,2
Djed Spence,24,eng ENG,"LB,RB",24-212,90,62,48,14,1,0,0,0,13,0,0,0,0,56,0,0
Kevin Danso,4,at AUT,CB,26-171,90,44,44,0,0,0,0,0,0,0,0,0,0,39,0,1
Cristian Romero,17,ar ARG,CB,26-316,60,51,44,7,6,0,0,0,1,0,0,0,0,38,0,1
Micky van de Ven,37,nl NED,CB,23-324,30,23,22,1,0,0,0,0,1,0,0,0,0,18,0,0
Pedro Porro,23,es ESP,RB,25-177,86,69,50,19,5,0,0,9,11,3,1,2,0,45,0,7
Destiny Udogie,13,it ITA,LB,22-101,4,11,6,5,0,0,0,0,5,0,0,0,0,9,0,1
Guglielmo Vicario,1,it ITA,GK,28-153,90,42,36,6,0,0,0,0,0,0,0,0,0,31,0,0
