Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-176,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Wilson Odobert,28,fr FRA,"RW,LW",20-101,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Brennan Johnson,22,wls WAL,RW,23-290,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Son Heung-min,7,kr KOR,LW,32-244,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pape Matar Sarr,29,sn SEN,"LM,RM",22-176,90,3,3,1,1,1,1,1,100.0,0,1,1,0,2,5,0,0
Yves Bissouma,8,ml MLI,CM,28-191,45,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,1,1
Lucas Bergvall,15,se SWE,"CM,RM",19-035,45,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0
Rodrigo Bentancur,30,uy URU,"RM,CM",27-257,60,0,0,0,0,0,0,1,0.0,1,3,2,1,1,1,0,0
James Maddison,10,eng ENG,LM,28-106,30,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,1
Djed Spence,24,eng ENG,"LB,RB",24-212,90,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,6,0
Kevin Danso,4,at AUT,CB,26-171,90,2,2,0,2,0,2,3,66.7,1,0,0,0,0,2,8,0
Cristian Romero,17,ar ARG,CB,26-316,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
Micky van de Ven,37,nl NED,CB,23-324,30,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Pedro Porro,23,es ESP,RB,25-177,86,2,2,0,2,0,1,1,100.0,0,1,1,0,1,3,1,0
Destiny Udogie,13,it ITA,LB,22-101,4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Guglielmo Vicario,1,it ITA,GK,28-153,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
