Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kai Havertz,29,de GER,FW,25-176,90,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0
Gabriel Martinelli,11,br BRA,LW,23-169,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Leandro Trossard,19,be BEL,LW,30-000,20,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Bukayo Saka,7,eng ENG,RW,23-090,90,3,2,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0
Declan Rice,41,eng ENG,"LM,CM",25-325,90,3,3,1,1,1,1,1,100.0,0,2,0,2,0,3,1,0
Thomas Partey,5,gh GHA,"CM,RB",31-174,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Martin Ødegaard,8,no NOR,RM,25-353,89,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Jorginho,20,it ITA,RM,32-350,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oleksandr Zinchenko,17,ua UKR,LB,27-355,70,1,0,0,1,0,1,3,33.3,2,1,0,1,1,2,0,0
Mikel Merino,23,es ESP,LM,28-165,20,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jakub Kiwior,15,pl POL,CB,24-293,90,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,4,1
William Saliba,2,fr FRA,CB,23-255,90,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0
Jurriën Timber,12,nl NED,"RB,LB",23-170,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
David Raya,22,es ESP,GK,29-080,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
