Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Liam Delap,19,eng ENG,FW,21-346,72,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
George Hirst,27,sct SCO,FW,25-339,18,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack Clarke,47,eng ENG,LM,24-057,63,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Jaden Philogene Bidace,29,eng ENG,LM,22-346,27,11,11,0,0,0,1,0,0,0,0,0,0,10,0,0
Jens Cajuste,12,se SWE,CM,25-162,63,21,19,2,2,0,1,0,0,0,0,0,0,21,0,0
Massimo Luongo,25,au AUS,CM,32-116,27,8,8,0,0,0,0,1,0,0,0,0,0,7,0,0
Sam Morsy,5,eg EGY,CM,33-131,90,42,42,0,0,0,0,0,0,0,0,0,0,37,0,0
Omari Hutchinson,20,eng ENG,RM,21-081,72,22,14,8,0,0,0,1,1,0,0,0,0,20,0,0
Jack Taylor,14,ie IRL,RM,26-210,18,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
Leif Davis,3,eng ENG,LB,25-007,90,35,30,5,2,0,0,5,1,2,2,0,0,28,0,0
Cameron Burgess,15,au AUS,CB,29-090,90,44,44,0,0,0,0,0,0,0,0,0,0,33,0,1
Dara O'Shea,26,ie IRL,CB,25-321,90,60,57,2,2,0,1,1,0,0,0,0,0,51,1,0
Ben Godfrey,44,eng ENG,CB,27-004,63,44,39,5,1,0,0,0,4,0,0,0,0,37,0,0
Axel Tuanzebe,40,cd COD,CB,27-066,27,6,5,1,0,0,0,0,1,0,0,0,0,3,0,1
Ben Johnson,18,eng ENG,RB,24-361,90,25,21,4,1,0,1,3,1,2,2,0,0,23,0,0
Christian Walton,28,eng ENG,GK,29-071,90,30,20,10,0,0,0,0,0,0,0,0,0,28,0,0
