Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kamaldeen Sulemana,20,gh GHA,FW,22-304,14,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Nathan Wood-Gordon,15,eng ENG,CB,22-198,76,40,39,1,0,0,0,0,0,0,0,0,0,40,0,0
Adam Armstrong,9,eng ENG,FW,27-309,81,5,2,3,0,0,0,0,0,0,0,0,0,4,0,0
Cameron Archer,19,eng ENG,FW,23-147,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Dibling,33,eng ENG,"RM,AM",18-278,90,30,28,2,0,2,0,1,0,0,0,0,0,27,0,0
Mateus Fernandes,18,pt POR,LM,20-158,90,36,33,3,2,0,0,3,0,1,0,1,0,28,0,1
Flynn Downes,4,eng ENG,CM,25-330,90,30,29,0,0,0,0,0,0,0,0,0,0,28,1,0
Joe Aribo,7,ng NGA,"CM,RM",28-147,90,32,31,1,0,0,0,1,1,0,0,0,0,31,0,0
Ryan Manning,3,ie IRL,LB,28-184,61,43,30,12,4,0,0,4,7,1,1,0,0,31,1,1
Yukinari Sugawara,16,jp JPN,RB,24-170,29,23,21,2,1,0,0,2,1,0,0,0,0,18,0,2
Jan Bednarek,35,pl POL,CB,28-247,90,57,56,1,1,0,2,0,0,0,0,0,0,53,0,1
Taylor Harwood-Bellis,6,eng ENG,CB,22-320,90,86,80,6,5,0,0,1,1,0,0,0,0,71,0,0
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-246,90,43,39,4,1,0,0,1,3,0,0,0,0,37,0,1
Alex McCarthy,1,eng ENG,GK,35-012,90,27,21,6,1,0,0,0,0,0,0,0,0,19,0,0
