Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Cameron Archer,19,eng ENG,FW,23-097,86,1,1,1,0,0,0,0,,0,2,1,1,0,1,0,0
Paul Onuachu,32,ng NGA,FW,30-151,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateus Fernandes,18,pt POR,"LM,CM",20-108,90,5,3,4,1,0,1,3,33.3,2,2,0,2,2,7,1,1
Adam Lallana,10,eng ENG,CM,36-169,59,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,1,0
Joe Aribo,7,ng NGA,CM,28-097,31,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Flynn Downes,4,eng ENG,CM,25-280,86,4,1,3,1,0,0,1,0.0,1,0,0,0,1,5,2,0
Kamaldeen Sulemana,20,gh GHA,"LM,CM",22-254,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tyler Dibling,33,eng ENG,RM,18-228,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Adam Armstrong,9,eng ENG,RM,27-259,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Manning,3,ie IRL,LB,28-134,76,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0
James Bree,14,eng ENG,RB,27-015,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jack Stephens,5,eng ENG,CB,30-273,90,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,6,0
Jan Bednarek,35,pl POL,CB,28-197,90,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,6,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-270,90,1,1,1,0,0,1,2,50.0,1,6,4,2,0,1,9,0
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-196,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Aaron Ramsdale,30,eng ENG,GK,26-165,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
