Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Cameron Archer,19,eng ENG,FW,23-097,86,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,50.0
Paul Onuachu,32,ng NGA,FW,30-151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.0
Mateus Fernandes,18,pt POR,"LM,CM",20-108,90,0,0,0,1,0,0,2,2,3,0,0,0,3,0,0,
Adam Lallana,10,eng ENG,CM,36-169,59,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0
Joe Aribo,7,ng NGA,CM,28-097,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Flynn Downes,4,eng ENG,CM,25-280,86,1,0,0,2,1,0,0,1,1,0,0,0,2,0,0,
Kamaldeen Sulemana,20,gh GHA,"LM,CM",22-254,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Tyler Dibling,33,eng ENG,RM,18-228,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Adam Armstrong,9,eng ENG,RM,27-259,45,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
Ryan Manning,3,ie IRL,LB,28-134,76,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
James Bree,14,eng ENG,RB,27-015,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jack Stephens,5,eng ENG,CB,30-273,90,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,0.0
Jan Bednarek,35,pl POL,CB,28-197,90,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,66.7
Taylor Harwood-Bellis,6,eng ENG,CB,22-270,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,100.0
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-196,90,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0.0
Aaron Ramsdale,30,eng ENG,GK,26-165,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
